         MJD         m       dm     uJy   duJy F  err    chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask      duJy_new
58596.500144 19.142275      NaN      26     16 o    0     1.18 210.91068 54.31167  9292.28  9868.81 2.40 2.05 -54.4 -0.432    19.15 19.91 02a58596o0599o  4194560     25.771045
58596.501546 19.183773      NaN      11     20 o    0     1.48 210.91068 54.31167   619.62  9975.68 2.32 1.59 -47.3 -0.499    19.15 19.87 02a58596o0602o        0     28.427922
58596.510717 19.384550      NaN       7     17 o    0     2.55 210.91068 54.31167   644.11  9856.69 2.40 1.64 -46.1 -0.496    19.10 19.84 02a58596o0621o        0     26.403537
58596.511641 19.631075      NaN      -7     17 o    0     1.16 210.91068 54.31167  9337.37  9951.97 2.39 2.06 -54.6 -0.433    19.17 19.87 02a58596o0623o        0     26.403537
58596.512099 19.226921      NaN      14     18 o    0     1.23 210.91068 54.31167  9148.88   196.18 2.26 1.69 -55.5 -0.430    19.14 19.84 02a58596o0624o        0     27.058210
58596.518980 19.631075      NaN     -21     17 o    0     1.88 210.91068 54.31167  9170.87    75.97 2.26 1.64 -55.9 -0.499    19.12 19.83 02a58596o0639o        0     26.403537
58596.519907 19.302877      NaN       9     18 o    0     1.52 210.91068 54.31167  9356.33  9832.78 2.48 2.08 -55.7 -0.417    19.17 19.86 02a58596o0641o        0     27.058210
58598.406957 19.766969      NaN      -7     15 o    0     0.94 210.91068 54.31167  6997.68  4238.29 3.11 2.76  -6.3 -0.430    19.36 20.91 01a58598o0399o   524288     25.162407
58598.408180 19.609992      NaN       4     14 o    0     0.78 210.91068 54.31167  3541.77  6295.46 2.45 2.08  40.1 -0.376    19.41 20.64 02a58598o0396o        0     24.579397
58598.420581 19.766969      NaN      -6     15 o    0     1.08 210.91068 54.31167  7587.09  3665.09 3.26 2.92  -6.2 -0.417    19.26 20.79 01a58598o0426o        0     25.162407
58598.421619 19.454622      NaN      15     13 o    0     1.68 210.91068 54.31167  7668.77  3705.81 2.10 1.89  39.8 -0.447    19.44 20.49 02a58598o0423o   524288     24.023879
58598.439830 19.549093      NaN      -2     17 o    0     0.98 210.91068 54.31167  3853.34  7205.75 2.98 2.86 -17.7 -0.450    19.10 20.51 01a58598o0463o        0     26.403537
58598.441054 19.674510      NaN       4     13 o    0     1.38 210.91068 54.31167  6770.24  3396.19 1.96 1.87  43.1 -0.448    19.36 20.35 02a58598o0460o        0     24.023879
58598.488875 19.155932      NaN      13     20 o    0     0.96 210.91068 54.31167  2648.42  6040.52 3.14 2.92 -10.9 -0.441    19.07 20.40 01a58598o0558o  4194560     28.427922
58598.490877 19.696897      NaN      -9     16 o    0     0.85 210.91068 54.31167  7936.20  4579.77 2.11 1.91  34.4 -0.430    19.33 20.23 02a58598o0555o        0     25.771045
58598.523502 19.271854      NaN      -1     22 o    0     0.93 210.91068 54.31167  4112.03  5746.46 3.14 2.95  -9.4 -0.433    19.02 20.29 01a58598o0620o        0     29.868826
58598.526857 19.419021      NaN      11     15 o    0     1.08 210.91068 54.31167  6461.45  4830.13 2.21 1.84  34.6 -0.426    19.29 20.17 02a58598o0617o        0     25.162407
58598.578187 19.302877      NaN     -16     23 o    0     1.29 210.91068 54.31167  2381.05  7482.44 3.02 2.84 -23.0 -0.453    18.88 20.09 01a58598o0710o        0     30.612853
58598.582395 19.510313      NaN       3     16 o    0     1.31 210.91068 54.31167  8230.18  3125.78 2.08 1.84  39.7 -0.435    19.15 19.91 02a58598o0707o   524288     25.771045
58598.629713 17.584152      NaN     -91    112 o    0     1.04 210.91068 54.31167  3259.40  6612.05 3.21 3.01 -19.2 -0.440    17.79 18.51 01a58598o0801o   524288    113.807499
58600.499267 18.878500      NaN       3     31 o    0     1.24 210.91068 54.31167  5705.69  7840.20 2.28 1.91  39.1 -0.431    18.46 19.45 02a58600o0522o        0     37.001983
58600.503837 17.850111      NaN      50     69 o    0     1.19 210.91068 54.31167  5681.88  7801.91 2.02 1.98  44.1 -0.450    17.38 18.23 02a58600o0532o   524288     71.896778
58600.514765 18.702047      NaN     -13     40 o    0     1.03 210.91068 54.31167  5736.96  7880.47 2.08 2.02  33.9 -0.447    17.88 18.68 02a58600o0555o   524288     44.812350
58600.523494 19.472870      NaN      -1     18 o    0     2.04 210.91068 54.31167  5757.55  7760.64 1.97 1.92  42.5 -0.451    18.92 19.89 02a58600o0574o        0     27.058210
58606.489259 19.472870      NaN       2     17 o    0     1.13 210.91068 54.31167  5177.07  8518.43 3.21 3.15 -18.3 -0.426    19.13 20.73 01a58606o0185o        0     26.403537
58606.503778 19.631075      NaN      -8     17 o    0     1.18 210.91068 54.31167  5198.83  8555.56 3.18 3.12 -29.9 -0.430    19.11 20.64 01a58606o0216o        0     26.403537
58606.508838 19.631075      NaN      -8     17 o    0     1.08 210.91068 54.31167  5130.99  8481.21 3.27 3.14  -7.7 -0.426    19.10 20.67 01a58606o0227o        0     26.403537
58606.521045 19.631075      NaN     -34     17 o    0     1.45 210.91068 54.31167  5109.11  8595.51 3.23 3.17 -78.8 -0.444    19.04 20.59 01a58606o0253o   524288     26.403537
58610.464427 19.631075      NaN     -10     17 o    0     1.05 210.91068 54.31167  8001.43  2591.14 3.47 2.98 -13.9 -0.409    19.25 20.83 01a58610o0362o   524288     26.403537
58610.469494 19.609992      NaN      -5     17 o    0     1.00 210.91068 54.31167  8027.65  2629.13 3.47 3.04 -11.2 -0.404    19.24 20.82 01a58610o0373o        0     26.403537
58610.481216 19.510313      NaN       0     17 o    0     1.32 210.91068 54.31167  7968.46  2553.25 3.35 2.94 -15.7 -0.417    19.24 20.72 01a58610o0398o   524288     26.403537
58610.489049 19.491430      NaN      -5     19 o    0     0.93 210.91068 54.31167  7950.06  2673.64 3.35 3.00 -16.4 -0.417    19.21 20.64 01a58610o0415o        0     27.733495
58614.394412 19.510313      NaN     -27     19 o    0     0.89 210.91068 54.31167  3143.43  1563.70 4.06 3.33 -18.8 -0.369    19.17 20.86 01a58614o0353o   524288     27.733495
58614.397175 19.766969      NaN     -11     15 o    0     1.11 210.91068 54.31167  3162.00  1601.62 3.41 2.86 -13.9 -0.420    19.29 20.84 01a58614o0359o  4194560     25.162407
58614.402247 19.384550      NaN       4     18 o    0     0.95 210.91068 54.31167  3107.66  1522.94 4.24 3.44 -19.4 -0.354    19.12 20.85 01a58614o0370o        0     27.058210
58614.418425 19.367717      NaN       5     18 o    0     0.93 210.91068 54.31167  3090.97  1635.97 3.55 2.97 -11.7 -0.405    19.26 20.86 01a58614o0404o        0     27.058210
58616.395541 19.419021      NaN       2     18 o    0     0.79 210.91068 54.31167  9076.13  6888.59 2.29 2.06  36.1 -0.523    19.44 20.37 02a58616o0298o        0     27.058210
58616.398293 19.719755      NaN       5     12 o    0     1.41 210.91068 54.31167  9058.60  6850.67 2.16 2.05 -72.1 -0.426    19.51 20.36 02a58616o0304o        0     23.497803
58616.403784 19.472870      NaN       8     15 o    0     1.04 210.91068 54.31167  9113.77  6927.70 2.23 2.13  83.9 -0.438    19.43 20.36 02a58616o0316o        0     25.162407
58618.398279 19.271854      NaN      -4     23 o    0     1.05 210.91068 54.31167  5529.41  5705.45 3.13 2.70 -10.0 -0.423    18.88 19.98 01a58618o0337o        0     30.612853
58618.401041 19.002397      NaN      10     25 o    0     0.84 210.91068 54.31167  5550.92  5743.32 3.21 2.71 -10.6 -0.415    18.89 19.97 01a58618o0343o   524288     32.142600
58618.406139 19.169763      NaN       3     23 o    0     1.01 210.91068 54.31167  5492.38  5666.97 3.40 2.82 -11.5 -0.398    18.84 19.97 01a58618o0354o   524288     30.612853
58618.416750 19.183773      NaN       5     22 o    0     1.16 210.91068 54.31167  5475.69  5782.19 3.20 2.68 -11.4 -0.412    18.92 19.97 01a58618o0377o        0     29.868826
58622.375282 18.767304      NaN       2     35 o    0     0.71 210.91068 54.31167  5529.10  5702.99 3.10 2.74  -5.9 -0.435    18.64 19.57 01a58622o0289o        0     40.412210
58622.378048 18.598565      NaN      39     29 o    0     1.10 210.91068 54.31167  5549.20  5739.93 3.03 2.71  -5.2 -0.441    18.62 19.53 01a58622o0295o        0     35.343270
58622.383125 18.542463      NaN      40     31 o    0     1.10 210.91068 54.31167  5489.70  5663.99 3.07 2.75  -5.0 -0.430    18.61 19.53 01a58622o0306o        0     37.001983
58622.394022 18.738855      NaN      14     32 o    0     0.89 210.91068 54.31167  5479.67  5779.87 3.22 2.78  -6.7 -0.413    18.55 19.48 01a58622o0329o        0     37.843715
58626.369088 19.631075      NaN     -12     17 o    0     1.05 210.91068 54.31167  6832.98  1779.25 3.52 3.02 -11.3 -0.414    19.27 20.85 01a58626o0306o        0     26.403537
58626.371849 19.631075      NaN     -21     17 o    0     0.92 210.91068 54.31167  6852.06  1816.45 3.49 3.03 -11.7 -0.411    19.22 20.77 01a58626o0312o        0     26.403537
58626.377387 19.384550      NaN       7     17 o    0     1.15 210.91068 54.31167  6797.13  1742.48 3.62 3.07 -12.8 -0.408    19.16 20.65 01a58626o0324o   524288     26.403537
58626.387064 19.569016      NaN       0     16 o    0     1.30 210.91068 54.31167  6779.67  1856.47 3.58 3.00 -11.7 -0.411    19.16 20.58 01a58626o0345o   524288     25.771045
58630.359502 19.569016      NaN     -45     18 o    0     0.86 210.91068 54.31167  6839.88  1779.08 3.84 3.11 -11.3 -0.402    19.31 21.17 01a58630o0263o   524288     27.058210
58630.362736 19.510313      NaN      -3     18 o    0     1.05 210.91068 54.31167  6859.13  1816.91 4.00 3.19 -14.8 -0.398    19.28 21.14 01a58630o0270o   524288     27.058210
58630.368286 19.589310      NaN      -4     17 o    0     1.02 210.91068 54.31167  6802.01  1741.23 3.86 3.08 -11.6 -0.406    19.33 21.15 01a58630o0282o   524288     26.403537
58630.377965 19.569016      NaN     -32     18 o    0     1.21 210.91068 54.31167  6786.66  1858.28 4.00 3.18 -11.2 -0.396    19.27 21.16 01a58630o0303o   524288     27.058210
58634.360860 19.510313      NaN       9     14 o    0     1.18 210.91068 54.31167  9419.09  5304.69 3.04 2.81  -0.8 -0.449    19.42 21.23 01a58634o0283o   524288     24.579397
58634.363623 19.766969      NaN     -20     15 o    0     1.08 210.91068 54.31167  9440.91  5342.95 3.30 2.84   0.6 -0.433    19.37 21.21 01a58634o0289o        0     25.162407
58634.368712 19.841877      NaN     -15     14 o    0     1.11 210.91068 54.31167  9380.85  5269.45 3.15 2.85  -0.2 -0.439    19.40 21.19 01a58634o0300o        0     24.579397
58634.379327 19.743105      NaN      -2     14 o    0     1.08 210.91068 54.31167  9364.94  5385.57 3.09 2.84  -2.6 -0.443    19.37 21.14 01a58634o0323o        0     24.579397
58642.302899 19.841877      NaN     -29     14 o    0     1.20 210.91068 54.31167  4443.75  1092.57 3.42 2.87 -10.3 -0.419    19.40 21.16 01a58642o0152o        0     24.579397
58642.305662 19.491430      NaN      10     14 o    0     1.27 210.91068 54.31167  4422.28  1052.34 3.46 2.88 -12.9 -0.414    19.42 21.21 01a58642o0158o        0     24.579397
58642.311206 19.766969      NaN     -10     15 o    0     1.06 210.91068 54.31167  4484.50  1131.38 3.36 2.83 -12.8 -0.425    19.43 21.26 01a58642o0170o        0     25.162407
58642.323416 19.791368      NaN      -4     14 o    0     1.18 210.91068 54.31167  6061.76  9544.11 2.85 2.75 -17.2 -0.459    19.37 21.15 01a58642o0196o        0     24.579397
58644.339525 19.841877      NaN      -8     14 o    0     1.04 210.91068 54.31167   828.85  3033.09 2.19 1.93 -57.3 -0.445    19.48 20.48 02a58644o0232o        0     24.579397
58644.342271 19.950541      NaN      -1     11 o    0     1.21 210.91068 54.31167   804.44  2993.59 2.00 1.90  20.7 -0.442    19.52 20.49 02a58644o0238o   524288     23.003190
58644.347327 19.569016      NaN       3     15 o    0     1.13 210.91068 54.31167   867.22  3068.75 2.16 1.86 -49.8 -0.447    19.51 20.50 02a58644o0249o        0     25.162407
58644.358599 19.719755      NaN      -1     14 o    0     0.99 210.91068 54.31167   880.67  2948.57 2.00 1.90 -42.2 -0.449    19.49 20.47 02a58644o0273o        0     24.579397
58646.331447 19.454622      NaN      -6     20 o    0     1.12 210.91068 54.31167  6125.47  9463.47 3.07 2.82 -11.2 -0.429    18.93 20.17 01a58646o0219o   524288     28.427922
58646.334206 19.155932      NaN       1     24 o    0     0.78 210.91068 54.31167  6144.58  9499.97 2.90 2.82 -13.8 -0.458    18.96 20.15 01a58646o0225o  4194560     31.371113
58646.339331 19.271854      NaN       2     21 o    0     0.95 210.91068 54.31167  6083.71  9425.21 2.99 2.77 -14.8 -0.441    18.95 20.13 01a58646o0236o        0     29.140123
58646.349477 19.197966      NaN       7     21 o    0     0.93 210.91068 54.31167  6065.62  9542.47 2.90 2.77 -14.7 -0.453    18.94 20.11 01a58646o0258o        0     29.140123
58648.316477 19.491430      NaN       4     16 o    0     1.38 210.91068 54.31167   837.72  3034.45 2.06 1.92 -49.4 -0.438    19.19 19.80 02a58648o0179o        0     25.771045
58648.319678 19.631075      NaN     -10     17 o    0     1.02 210.91068 54.31167   814.14  2995.20 2.14 1.86  28.8 -0.427    19.17 19.79 02a58648o0186o        0     26.403537
58648.324718 19.589310      NaN       8     13 o    0     2.18 210.91068 54.31167   873.32  3069.93 2.26 1.83  30.1 -0.422    19.09 19.79 02a58648o0197o        0     24.023879
58648.334824 18.978793      NaN      33     18 o    0     1.14 210.91068 54.31167   894.65  2951.12 1.98 1.93 -49.8 -0.452    19.18 19.77 02a58648o0219o        0     27.058210
58650.358176 18.729535      NaN      24     29 o    0     0.86 210.91068 54.31167 10237.30  9037.74 2.81 2.64  83.1 -0.453    18.63 19.59 01a58650o0127o        0     35.343270
58650.361863 18.767304      NaN      14     31 o    0     1.07 210.91068 54.31167 10257.98  9074.72 2.65 2.59  79.7 -0.486    18.65 19.59 01a58650o0135o        0     37.001983
58650.367442 19.169763      NaN     -23     26 o    0     1.27 210.91068 54.31167 10194.86  9004.73 2.64 2.55  -4.3 -0.485    18.63 19.58 01a58650o0147o        0     32.926384
58650.374864 18.786693      NaN       9     32 o    0     1.20 210.91068 54.31167    31.32  9294.70 2.49 2.24 -75.3 -0.527    18.68 19.62 01a58650o0163o        0     37.843715
58650.377656 19.051202      NaN     -16     29 o    0     0.95 210.91068 54.31167 10175.67  9122.70 2.69 2.49  87.6 -0.497    18.65 19.56 01a58650o0169o  4195072     35.343270
58654.308425 19.026525      NaN      26     19 o    0     0.75 210.91068 54.31167 10232.20  9035.91 2.76 2.53  69.1 -0.471    19.25 20.67 01a58654o0165o        0     27.733495
58654.311647 19.631075      NaN     -28     17 o    0     1.03 210.91068 54.31167 10258.44  9075.91 2.95 2.52   6.1 -0.464    19.10 20.55 01a58654o0172o        0     26.403537
58654.317737 19.271854      NaN       2     21 o    0     0.92 210.91068 54.31167 10189.91  8999.43 2.66 2.53  55.2 -0.465    19.15 20.41 01a58654o0185o  4194560     29.140123
58654.328828 19.472870      NaN      -1     18 o    0     1.44 210.91068 54.31167 10173.19  9118.46 2.75 2.54  74.6 -0.485    19.12 20.29 01a58654o0209o   524288     27.058210
58656.335311 19.491430      NaN      13     13 o    0     0.92 210.91068 54.31167  5256.17  6982.34 2.12 1.83  36.2 -0.449    19.69 21.00 02a58656o0212o        0     24.023879
58656.338549 19.894850      NaN       4     10 o    0     1.50 210.91068 54.31167  5237.55  6942.87 2.17 1.85  33.8 -0.441    19.69 20.99 02a58656o0219o        0     22.542110
58656.344113 19.841877      NaN      -3     13 o    0     1.14 210.91068 54.31167  5290.60  7019.47 2.25 1.93  37.4 -0.438    19.58 20.96 02a58656o0231o        0     24.023879
58656.356334 19.549093      NaN      13     12 o    0     0.81 210.91068 54.31167  5307.31  6902.57 2.26 1.92  33.6 -0.434    19.50 20.79 02a58656o0257o        0     23.497803
58658.324251 19.256669      NaN     -30     24 o    0     1.06 210.91068 54.31167  3367.62  3684.27 3.36 3.04 -13.4 -0.416    18.85 20.65 01a58658o0194o        0     31.371113
58658.327487 19.401649      NaN     -26     21 o    0     1.05 210.91068 54.31167  3387.66  3722.86 3.15 2.81  -9.5 -0.438    18.84 20.57 01a58658o0201o        0     29.140123
58658.333526 19.128787      NaN     -14     27 o    0     0.83 210.91068 54.31167  3329.42  3644.94 3.23 2.90  -9.1 -0.432    18.67 20.45 01a58658o0214o        0     33.721607
58658.343674 18.900000      NaN       1     31 o    0     1.10 210.91068 54.31167  3313.89  3760.74 3.41 3.08 -13.5 -0.429    18.41 20.22 01a58658o0236o        0     37.001983
58660.303175 18.169360      NaN      37     51 o    0     0.78 210.91068 54.31167  2494.14  1212.32 2.05 1.98 -56.6 -0.458    17.37 18.48 02a58660o0142o        0     54.855690
58660.306399 17.181178      NaN      40    147 o    0     0.83 210.91068 54.31167  2471.49  1169.07 3.25 3.20  80.3 -0.233    16.88 17.83 02a58660o0149o   524288    148.381760
58660.311913 18.362890      NaN      38     40 o    0     1.24 210.91068 54.31167  2529.81  1246.65 2.19 2.00  43.7 -0.454    17.80 18.92 02a58660o0161o   524288     44.812350
58660.322907 19.696897      NaN     -24     16 o    0     2.62 210.91068 54.31167  2550.09  1128.21 2.16 2.10 -78.4 -0.426    19.09 20.31 02a58660o0185o        0     25.771045
58672.311156 19.631075      NaN     -16     17 o    0     0.92 210.91068 54.31167  8007.73  3852.55 4.03 3.30  -6.9 -0.369    19.12 21.02 01a58672o0161o        0     26.403537
58672.314124 19.302877      NaN       9     18 o    0     0.92 210.91068 54.31167  8029.36  3901.79 3.91 3.34  -4.7 -0.373    19.15 21.03 01a58672o0167o        0     27.058210
58672.320218 19.491430      NaN       4     16 o    0     1.12 210.91068 54.31167  7978.54  3848.92 3.67 3.18  -8.1 -0.390    19.23 21.03 01a58672o0180o        0     25.771045
58672.330094 19.696897      NaN     -24     16 o    0     1.12 210.91068 54.31167  7975.99  4001.04 3.58 3.18  -8.4 -0.398    19.22 21.03 01a58672o0199o        0     25.771045
58675.326806 19.287255      NaN      -5     23 o    0     0.72 210.91068 54.31167  9033.98  3678.89 3.33 2.98  -9.6 -0.419    19.00 20.24 01a58675o0092o   524288     30.612853
58675.330059 19.510313      NaN      -6     19 o    0     1.06 210.91068 54.31167  9054.90  3717.47 3.20 2.89 -12.4 -0.428    19.03 20.21 01a58675o0099o        0     27.733495
58675.336065 19.351140      NaN      -8     22 o    0     0.81 210.91068 54.31167  8996.50  3645.27 3.33 3.01 -18.2 -0.421    18.96 20.19 01a58675o0112o        0     29.868826
58675.345838 19.436675      NaN      -5     20 o    0     0.98 210.91068 54.31167  8980.37  3766.97 3.27 2.99 -17.1 -0.429    18.95 20.14 01a58675o0133o        0     28.427922
58676.298741 19.401649      NaN       6     17 o    0     1.62 210.91068 54.31167  8654.62   938.80 2.86 2.22 -56.6 -0.433    19.09 20.09 02a58676o0129o        0     26.403537
58676.301025 19.212347      NaN      12     19 o    0     1.20 210.91068 54.31167  8630.86   895.81 2.74 2.28 -61.0 -0.436    19.07 20.09 02a58676o0134o   524288     27.733495
58676.306065 19.419021      NaN       8     16 o    0     1.22 210.91068 54.31167  8691.29   975.80 2.45 1.95 -56.2 -0.468    19.22 20.10 02a58676o0145o        0     25.771045
58676.315260 19.569016      NaN       3     15 o    0     1.63 210.91068 54.31167  8709.81   859.89 2.22 1.83 -59.8 -0.449    19.27 20.07 02a58676o0165o        0     25.162407
58678.279698 18.900000      NaN      16     26 o    0     0.88 210.91068 54.31167  9027.77  3672.53 3.74 3.16  -6.2 -0.393    18.75 20.03 01a58678o0006o  4194560     32.926384
58678.282974 19.256669      NaN     -35     24 o    0     0.91 210.91068 54.31167  9050.19  3709.60 3.79 3.18  -6.4 -0.389    18.77 20.02 01a58678o0013o        0     31.371113
58678.288559 18.836735      NaN      28     24 o    0     1.01 210.91068 54.31167  8992.42  3636.30 3.66 3.11  -5.3 -0.393    18.79 20.00 01a58678o0025o        0     31.371113
58678.299683 19.212347      NaN     -16     25 o    0     0.83 210.91068 54.31167  8977.03  3756.15 3.59 3.02  -7.7 -0.397    18.83 19.97 01a58678o0049o        0     32.142600
58680.287497 19.454622      NaN     -31     20 o    0     1.33 210.91068 54.31167  8647.48   944.20 2.08 1.98 -61.1 -0.410    18.93 19.40 02a58680o0111o        0     28.427922
58680.290702 19.631075      NaN     -18     17 o    0     1.37 210.91068 54.31167  8626.89   903.32 2.04 1.92 -65.3 -0.408    18.93 19.41 02a58680o0118o   524288     26.403537
58680.296221 18.978793      NaN      24     21 o    0     0.62 210.91068 54.31167  8687.58   983.00 2.03 1.90 -57.0 -0.432    18.94 19.37 02a58680o0130o        0     29.140123
58680.306529 19.212347      NaN       9     20 o    0     1.54 210.91068 54.31167  8710.83   866.28 2.34 1.69 -55.7 -0.481    18.86 19.34 02a58680o0152o        0     28.427922
58682.333753 18.878500      NaN      -9     34 o    0     0.88 210.91068 54.31167  3847.66  7452.63 3.05 2.78 -17.3 -0.429    18.61 19.57 01a58682o0219o   524288     39.549295
58682.337013 18.558199      NaN      20     37 o    0     0.80 210.91068 54.31167  3869.35  7492.53 3.07 2.82 -17.0 -0.433    18.58 19.55 01a58682o0226o   524288     42.156218
58682.342626 18.757738      NaN     -14     38 o    0     0.78 210.91068 54.31167  3807.88  7415.20 3.05 2.77 -14.2 -0.438    18.60 19.54 01a58682o0238o        0     43.036575
58682.352452 18.526952      NaN      39     32 o    0     1.60 210.91068 54.31167  3789.06  7531.71 3.10 2.83 -15.8 -0.427    18.51 19.50 01a58682o0259o        0     37.843715
58684.278069 20.009244      NaN      -8     12 o    0     1.37 210.91068 54.31167  5502.26  8629.70 2.28 2.26  89.7 -0.424    19.49 20.73 02a58684o0071o        0     23.497803
58684.281279 19.589310      NaN       2     15 o    0     1.01 210.91068 54.31167  5481.14  8590.84 2.58 2.29  40.7 -0.415    19.42 20.72 02a58684o0078o        0     25.162407
58684.286855 19.674510      NaN       7     12 o    0     1.19 210.91068 54.31167  5537.03  8667.61 2.23 2.09  36.2 -0.438    19.54 20.72 02a58684o0090o        0     23.497803
58684.296758 19.089302      NaN      33     15 o    0     0.99 210.91068 54.31167  5554.62  8550.76 2.20 2.00 -47.2 -0.452    19.59 20.77 02a58684o0111o        0     25.162407
58688.274123 20.009244      NaN      -3     11 o    0     0.79 210.91068 54.31167  5499.75  8634.45 2.01 1.99 -76.3 -0.444    19.81 21.33 02a58688o0084o        0     23.003190
58688.277131 19.743105      NaN       7     11 o    0     0.99 210.91068 54.31167  5480.89  8602.72 2.02 1.99 -66.5 -0.446    19.81 21.33 02a58688o0090o        0     23.003190
58688.282262 19.868040      NaN       2     11 o    0     1.14 210.91068 54.31167  5533.85  8673.34 2.22 1.98  39.2 -0.426    19.76 21.32 02a58688o0101o        0     23.003190
58688.292120 19.569016      NaN       9     13 o    0     1.19 210.91068 54.31167  5547.78  8555.28 2.41 2.03  36.2 -0.416    19.75 21.33 02a58688o0122o        0     24.023879
58690.280884 19.766969      NaN      -8     15 o    0     1.02 210.91068 54.31167  1286.00  1600.64 3.45 2.92 -13.4 -0.403    19.46 21.33 01a58690o0106o        0     25.162407
58690.284146 19.589310      NaN       5     14 o    0     1.19 210.91068 54.31167  1306.96  1640.39 3.43 2.87 -12.4 -0.409    19.47 21.29 01a58690o0113o        0     24.579397
58690.288367 16.385976      NaN      32    325 o    0     0.01 210.91068 54.31167 10528.12  1393.01 3.78 2.87 -12.1 -0.385    19.34 21.18 01a58690o0122o  4196354    325.627313
58690.290693 19.766969      NaN      -8     15 o    0     1.01 210.91068 54.31167  1250.02  1561.24 3.42 2.91 -11.6 -0.410    19.43 21.28 01a58690o0127o        0     25.162407
58690.301828 19.419021      NaN       5     17 o    0     0.86 210.91068 54.31167  1236.69  1677.80 3.33 2.86 -12.3 -0.418    19.43 21.27 01a58690o0151o   524288     26.403537
58716.264356 19.791368      NaN       5     11 o    0     1.35 210.91068 54.31167  7324.46  9054.90 2.24 1.99  42.0 -0.439    19.63 20.96 02a58716o0092o        0     23.003190
58716.267157 19.743105      NaN       1     13 o    0     1.30 210.91068 54.31167  7305.61  9015.72 2.24 1.98  41.9 -0.446    19.63 20.97 02a58716o0098o        0     24.023879
58716.272468 19.791368      NaN       2     12 o    0     1.27 210.91068 54.31167  7361.55  9093.45 2.23 2.02  43.2 -0.436    19.62 20.94 02a58716o0109o        0     23.497803
58716.282265 19.674510      NaN       1     14 o    0     0.84 210.91068 54.31167  7378.89  8979.09 2.39 2.15  37.0 -0.413    19.62 20.96 02a58716o0130o        0     24.579397
58722.238129 19.115465      NaN      25     17 o    0     0.95 210.91068 54.31167  7481.03  5538.44 2.79 2.03  -9.1 -0.358    19.21 19.91 01a58722o0053o        0     26.403537
58722.241972 19.841877      NaN      -3     13 o    0     1.42 210.91068 54.31167  7500.85  5577.14 2.69 1.91  -5.6 -0.365    19.46 20.39 01a58722o0061o        0     24.023879
58722.248556 19.384550      NaN      22     12 o    0     1.17 210.91068 54.31167  7442.11  5505.13 2.64 1.97  -7.0 -0.397    19.58 20.74 01a58722o0075o        0     23.497803
58740.230425 18.878500      NaN     -20     34 o    0     1.30 210.91068 54.31167  1155.48  5146.49 3.02 2.24  40.6 -0.388    18.18 18.66 02a58740o0031o        0     39.549295
58740.233321 18.878500      NaN     -33     34 o    0     1.31 210.91068 54.31167  1134.95  5111.38 2.87 2.19  38.7 -0.379    18.00 18.54 02a58740o0037o   524288     39.549295
58740.238759 18.649074      NaN     -56     42 o    0     0.75 210.91068 54.31167  1189.00  5187.57 2.68 2.17  39.6 -0.410    18.00 18.49 02a58740o0048o   524288     46.606295
58740.248775 18.657725      NaN      -1     40 o    0     3.19 210.91068 54.31167  1209.94  5068.58 2.43 2.10  40.1 -0.429    18.13 18.49 02a58740o0068o        1     44.812350
58822.608277 19.743105      NaN      -2     14 o    0     1.53 210.91068 54.31167  5052.59  4833.34 2.09 1.96  89.4 -0.393    19.01 20.33 01a58822o0904o   524288     24.579397
58822.611503 19.510313      NaN     -13     19 o    0     1.46 210.91068 54.31167  5033.68  4796.44 2.30 2.20  78.0 -0.379    18.80 20.22 01a58822o0911o   524288     27.733495
58822.617035 19.510313      NaN     -31     19 o    0     1.47 210.91068 54.31167  5092.06  4870.32 2.15 2.11  14.9 -0.399    18.81 20.18 01a58822o0923o   524288     27.733495
58822.628131 19.169763      NaN     -13     26 o    0     0.93 210.91068 54.31167  5112.39  4756.61 2.17 2.15   2.8 -0.395    18.62 20.02 01a58822o0947o        0     32.926384
58830.634649 18.417189      NaN     -97     52 o    0     1.51 210.91068 54.31167  3661.73  8722.84 2.34 2.16 -87.5 -0.412    17.88 18.11 01a58830o0903o   532480     55.786618
58830.637780 18.376212      NaN     -16     54 o    0     0.92 210.91068 54.31167  3641.47  8689.65 2.46 2.22 -85.2 -0.409    17.88 18.52 01a58830o0909o   532480     57.655414
58846.621327 19.868040      NaN       5     10 o    0     0.81 210.91068 54.31167  4544.87  1060.00 2.09 2.09 -17.3 -0.416    19.76 21.48 01a58846o0918o        0     22.542110
58846.624206 20.071303      NaN       1      9 o    0     1.25 210.91068 54.31167  4523.66  1021.46 2.14 2.12  68.9 -0.414    19.74 21.50 01a58846o0924o        0     22.116662
58846.630677 19.766969      NaN       6     11 o    0     1.13 210.91068 54.31167  4584.52  1097.45 2.18 2.08  81.3 -0.417    19.74 21.52 01a58846o0937o        0     23.003190
58846.642180 19.791368      NaN      11      9 o    0     1.37 210.91068 54.31167  4601.42   979.95 2.13 2.11  71.6 -0.415    19.75 21.53 01a58846o0961o        0     22.116662
58850.624626 19.287255      NaN      25     13 o    0     1.00 210.91068 54.31167   417.13  1385.52 2.45 1.96  73.1 -0.480    19.80 21.68 01a58850o0858o        0     24.023879
