         MJD         m       dm     uJy   duJy F  err    chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask      duJy_new
57945.345578 18.336727      NaN       7     52 o    0     1.14 210.91068 54.31167  5071.95  3698.34 3.20 2.96  35.5 -0.458    18.43 19.45 01a57945o0114o   524288     55.786618
57949.280278 19.631075      NaN     -13     17 o    0     0.89 210.91068 54.31167  7006.23  2175.87 3.42 3.38  -4.7 -0.423    19.32 21.14 01a57949o0064o        0     26.403537
57949.297364 19.569016      NaN       7     14 o    0     1.07 210.91068 54.31167  7053.51  2279.30 3.30 3.14  82.0 -0.425    19.36 21.09 01a57949o0099o   524288     24.579397
57949.304170 19.589310      NaN       0     16 o    0     1.12 210.91068 54.31167  7008.25  2230.43 3.46 3.27  87.8 -0.418    19.27 21.08 01a57949o0113o        0     25.771045
57949.311997 19.696897      NaN     -11     16 o    0     1.05 210.91068 54.31167  7001.76  2377.39 3.45 3.23  88.7 -0.423    19.30 21.05 01a57949o0129o        0     25.771045
57953.282116 19.454622      NaN     -23     20 o    0     1.08 210.91068 54.31167  7762.38  2520.65 3.53 3.33 -81.5 -0.410    19.03 20.55 01a57953o0066o        0     28.427922
57953.299223 19.102305      NaN      12     22 o    0     1.05 210.91068 54.31167  7816.67  2623.40 3.95 3.59 -84.2 -0.413    18.97 20.55 01a57953o0101o   524288     29.868826
57953.306026 18.796518      NaN      39     22 o    0     0.78 210.91068 54.31167  7772.52  2572.84 3.82 3.31 -86.4 -0.422    19.02 20.50 01a57953o0115o   524288     29.868826
57953.317228 19.384550      NaN      -4     21 o    0     0.89 210.91068 54.31167  7772.10  2728.52 3.89 3.35 -87.2 -0.408    18.96 20.47 01a57953o0138o        0     29.140123
57955.282027 19.841877      NaN     -19     14 o    0     1.43 210.91068 54.31167  3481.19  7233.67 2.64 2.49  40.0 -0.449    19.26 20.48 02a57955o0083o        0     24.579397
57955.294997 19.696897      NaN     -30     16 o    0     0.93 210.91068 54.31167  3512.07  7270.30 2.46 2.29  47.7 -0.460    19.32 20.42 02a57955o0109o        0     25.771045
57955.296473 19.696897      NaN      -7     16 o    0     0.93 210.91068 54.31167  3455.68  7194.74 2.51 2.34  48.0 -0.450    19.29 20.42 02a57955o0112o        0     25.771045
57955.308418 19.950541      NaN      -3     12 o    0     1.09 210.91068 54.31167  3532.75  7150.77 2.15 2.04  41.9 -0.473    19.38 20.35 02a57955o0136o        0     23.497803
57957.278840 19.351140      NaN     -23     22 o    0     1.00 210.91068 54.31167  5612.73  2133.93 4.27 3.76  81.4 -0.375    18.83 20.46 01a57957o0076o   524288     29.868826
57957.281747 19.454622      NaN     -17     20 o    0     0.87 210.91068 54.31167  5628.16  2183.17 3.73 3.32  79.2 -0.402    18.96 20.46 01a57957o0082o   524288     28.427922
57957.294517 19.384550      NaN      -1     20 o    0     0.92 210.91068 54.31167  5607.10  2134.51 3.35 2.93  86.8 -0.417    19.05 20.46 01a57957o0108o        0     28.427922
57957.305742 19.510313      NaN     -21     19 o    0     0.89 210.91068 54.31167  5607.85  2290.81 3.49 3.02  88.0 -0.411    19.02 20.43 01a57957o0131o        0     27.733495
57959.278702 19.454622      NaN      16     13 o    0     1.67 210.91068 54.31167  3299.61  9872.61 2.30 1.96  32.1 -0.511    19.60 20.65 02a57959o0075o        0     24.023879
57959.282607 19.674510      NaN      -4     16 o    0     0.95 210.91068 54.31167  3277.26  9832.34 2.26 1.87  35.0 -0.504    19.65 20.69 02a57959o0083o        0     25.771045
57959.293258 19.351140      NaN      10     17 o    0     1.21 210.91068 54.31167  2169.97    56.03 2.19 1.84  42.5 -0.488    19.56 20.62 02a57959o0104o   524288     26.403537
57959.295848 19.589310      NaN       0     16 o    0     0.84 210.91068 54.31167  3331.03  9904.52 2.32 1.97  33.2 -0.495    19.57 20.62 02a57959o0109o        0     25.771045
57959.304969 19.589310      NaN       6     14 o    0     0.99 210.91068 54.31167  3352.43  9785.16 2.40 2.06  35.6 -0.491    19.51 20.57 02a57959o0127o        0     24.579397
57959.312063 19.841877      NaN     -21     14 o    0     1.28 210.91068 54.31167  2213.48    90.46 2.37 1.95  43.5 -0.454    19.48 20.51 02a57959o0141o        0     24.579397
57965.277253 16.735760      NaN     213    172 o    0     1.15 210.91068 54.31167  6848.39  3380.35 2.91 2.90  84.2 -0.439    16.58 17.12 01a57965o0058o  4196354    173.182409
57965.283563 17.500233      NaN       7    117 o    0     1.13 210.91068 54.31167  6882.96  3439.80 2.93 2.88  69.3 -0.440    17.04 17.58 01a57965o0071o   524288    118.731406
57965.292361 19.212347      NaN     -13     25 o    0     0.96 210.91068 54.31167  6846.54  3394.04 2.97 2.91  53.1 -0.428    18.58 19.63 01a57965o0089o        0     32.142600
57965.301168 18.878500      NaN     -37     34 o    0     1.26 210.91068 54.31167  6845.93  3539.09 2.96 2.95  42.4 -0.428    18.18 19.16 01a57965o0107o        0     39.549295
57967.276420 19.334813      NaN      23     13 o    0     2.23 210.91068 54.31167  2663.87  8015.05 1.98 1.83  25.5 -0.494    19.41 20.19 02a57967o0061o        0     24.023879
57967.285209 19.436675      NaN      14     14 o    0     1.48 210.91068 54.31167  2639.87  7975.10 2.01 1.85  26.6 -0.484    19.38 20.17 02a57967o0079o        0     24.579397
57967.286185 19.212347      NaN      16     18 o    0     1.13 210.91068 54.31167  2695.93  8051.67 2.02 1.87  25.6 -0.491    19.39 20.17 02a57967o0081o        0     27.058210
57967.292265 19.652575      NaN       6     13 o    0     1.98 210.91068 54.31167  2717.76  7936.19 2.01 1.84  27.9 -0.498    19.36 20.15 02a57967o0093o        0     24.023879
57969.293942 19.436675      NaN       8     16 o    0     1.71 210.91068 54.31167  5006.31  2773.53 3.13 2.73   2.4 -0.449    18.93 19.90 01a57969o0017o     8192     25.771045
57969.300751 19.318728      NaN       0     21 o    0     0.96 210.91068 54.31167  5000.87  2910.46 3.10 2.70   3.3 -0.446    18.91 19.88 01a57969o0031o     8192     29.140123
57972.274912 18.816441      NaN     -23     36 o    0     1.22 210.91068 54.31167  1349.90  7209.15 2.17 1.91  43.2 -0.519    18.39 18.66 02a57972o0073o        0     41.281312
57972.276385 18.280067      NaN      28     48 o    0     1.07 210.91068 54.31167  1336.16  7173.19 2.12 1.87  41.6 -0.535    18.09 18.28 02a57972o0076o        0     52.078275
57972.280917 18.191747      NaN     -41     64 o    0     0.98 210.91068 54.31167 10518.98  7285.51 2.39 2.10  51.1 -0.514    18.60 19.02 02a57972o0085o  4196352     67.112940
57972.286338 19.351140      NaN      -8     22 o    0     1.71 210.91068 54.31167  1390.02  7247.09 2.13 1.88  41.8 -0.524    18.66 19.08 02a57972o0096o   524288     29.868826
57972.293837 19.169763      NaN     -26     26 o    0     1.41 210.91068 54.31167  1400.70  7128.68 2.16 1.94  40.2 -0.507    18.66 19.04 02a57972o0111o  4194816     32.926384
57974.279865 19.334813      NaN      -4     22 o    0     1.19 210.91068 54.31167  6322.57  1559.23 2.93 2.77   9.7 -0.451    18.87 19.76 01a57974o0088o  4194560     29.868826
57974.292144 19.302877      NaN     -34     23 o    0     1.05 210.91068 54.31167  6368.19  1633.25 2.95 2.85  28.4 -0.442    18.72 19.55 01a57974o0111o     8192     30.612853
57974.300447 19.089302      NaN       1     26 o    0     0.94 210.91068 54.31167  6331.62  1581.73 2.88 2.76  17.4 -0.460    18.61 19.45 01a57974o0127o   532480     32.926384
57974.307888 18.955691      NaN       6     28 o    0     0.92 210.91068 54.31167  6345.23  1717.01 2.82 2.79  25.0 -0.455    18.61 19.39 01a57974o0141o  4194560     34.527478
57976.253388 19.868040      NaN      -3     13 o    0     0.80 210.91068 54.31167  1672.20  7526.58 2.03 1.87  33.3 -0.481    19.60 20.73 02a57976o0046o        0     24.023879
57976.264846 19.549093      NaN      14     12 o    0     1.26 210.91068 54.31167  1646.55  7487.27 2.03 1.90  24.1 -0.472    19.65 20.85 02a57976o0068o        0     23.497803
57976.277600 19.816329      NaN      -1     13 o    0     1.08 210.91068 54.31167  1698.64  7558.92 1.98 1.85  22.6 -0.479    19.63 20.81 02a57976o0093o   524288     24.023879
57976.281850 19.841877      NaN      -9     14 o    0     0.74 210.91068 54.31167  1710.61  7443.06 1.96 1.84  21.1 -0.470    19.64 20.77 02a57976o0101o        0     24.579397
57978.257549 19.766969      NaN      -8     15 o    0     1.45 210.91068 54.31167  5414.93  1890.55 3.18 2.72   5.1 -0.439    19.19 20.57 01a57978o0029o        0     25.162407
57978.268610 19.631075      NaN     -12     17 o    0     1.15 210.91068 54.31167  5464.16  1963.66 3.08 2.70   1.6 -0.451    19.23 20.52 01a57978o0050o        0     26.403537
57978.282532 19.529530      NaN      -3     18 o    0     0.95 210.91068 54.31167  5442.51  1930.14 2.98 2.74   6.1 -0.440    19.19 20.46 01a57978o0077o        0     27.058210
57978.286211 19.115465      NaN      26     17 o    0     1.16 210.91068 54.31167  5428.91  2056.44 3.01 2.81  16.0 -0.439    19.16 20.46 01a57978o0084o        0     26.403537
57980.265392 19.454622      NaN      10     15 o    0     1.14 210.91068 54.31167  2628.33 10378.88 2.25 1.92  34.8 -0.490    19.45 20.34 02a57980o0048o        0     25.162407
57980.266844 19.287255      NaN      17     16 o    0     0.89 210.91068 54.31167  2650.52 10416.97 2.20 1.87  32.8 -0.495    19.45 20.33 02a57980o0051o        0     25.771045
57980.267328 19.841877      NaN      -7     14 o    0     1.27 210.91068 54.31167  1449.34   610.80 2.01 1.79  43.4 -0.500    19.39 20.26 02a57980o0052o        0     24.579397
57980.277050 19.979496      NaN      -1     11 o    0     1.65 210.91068 54.31167  1424.75   569.08 1.97 1.71  49.6 -0.532    19.40 20.23 02a57980o0072o        0     23.003190
57980.278992 19.569016      NaN     -14     18 o    0     1.26 210.91068 54.31167  2681.54 10453.20 2.17 1.84  30.6 -0.519    19.44 20.25 02a57980o0076o        0     27.058210
57980.281669 19.631075      NaN     -10     17 o    0     0.89 210.91068 54.31167  2704.21 10334.39 2.25 2.04  33.2 -0.488    19.35 20.25 02a57980o0081o        0     26.403537
57980.282645 19.318728      NaN      15     16 o    0     0.97 210.91068 54.31167  1492.58   646.17 2.16 1.93  45.5 -0.526    19.34 20.23 02a57980o0083o   524288     25.771045
57980.294337 19.401649      NaN      13     15 o    0     1.05 210.91068 54.31167  1499.31   526.18 1.96 1.69  47.9 -0.547    19.39 20.19 02a57980o0107o        0     25.162407
57982.250660 19.256669      NaN      10     19 o    0     0.87 210.91068 54.31167  8611.93  2431.53 2.99 2.91  -8.1 -0.433    19.19 20.37 01a57982o0038o        0     27.733495
57982.261089 19.287255      NaN       8     19 o    0     0.95 210.91068 54.31167  8659.89  2500.10 3.04 2.97  -1.4 -0.424    19.09 20.33 01a57982o0058o        0     27.733495
57982.275600 19.569016      NaN     -32     18 o    0     0.94 210.91068 54.31167  8640.72  2467.99 3.03 2.98 -22.7 -0.429    19.07 20.29 01a57982o0086o        0     27.058210
57982.279251 19.454622      NaN     -14     20 o    0     0.96 210.91068 54.31167  8639.52  2594.07 3.06 3.02 -61.2 -0.424    19.08 20.27 01a57982o0093o        0     28.427922
58120.628015 18.900000      NaN      17     26 o    0     0.99 210.91068 54.31167  4966.51  5858.94 2.04 1.99  42.9 -0.490    18.68 19.15 02a58120o0820o        0     32.926384
58120.635855 19.026525      NaN      12     24 o    0     0.95 210.91068 54.31167  4979.30  5898.68 2.14 2.07  44.3 -0.474    18.67 19.18 02a58120o0837o        0     31.371113
58120.643780 19.026525      NaN      15     23 o    0     0.82 210.91068 54.31167  4923.37  5822.25 2.11 2.06  74.2 -0.478    18.74 19.21 02a58120o0854o   524288     30.612853
58120.652261 19.287255 0.341231      65     22 o    0     1.40 210.91068 54.31167  4898.12  5941.11 2.07 2.01  35.5 -0.498    18.77 19.22 02a58120o0872o        0     29.868826
58138.669606 19.510313      NaN      -5     19 o    0     1.15 210.91068 54.31167  6895.81  5054.05 3.76 2.88 -85.8 -0.418    19.06 20.40 01a58138o1013o     8192     27.733495
58138.680346 17.774377      NaN     -47     94 o    0     1.14 210.91068 54.31167  6910.78  5133.91 3.87 2.85 -87.9 -0.523    17.19 17.32 01a58138o1034o     8192     96.146486
58142.679657 11.466049      NaN    -306  31366 o    0     1.82 210.91068 54.31167  6831.06  5924.11 4.35 3.26 -77.7 -0.453    12.52 13.12 01a58142o0596o 12584962  31366.006506
58144.671849 19.894850      NaN      -1     12 o    0     0.84 210.91068 54.31167  2787.89  5495.92 2.08 1.85  43.8 -0.469    19.58 20.71 02a58144o0892o     8192     23.497803
58144.681772 18.757738      NaN      -6     38 o    0     1.47 210.91068 54.31167  2765.82  5459.23 2.00 1.82  44.2 -0.524    18.36 18.46 02a58144o0913o   532480     43.036575
58148.632243 19.226921      NaN       3     22 o    0     0.86 210.91068 54.31167  6808.95  7546.87 2.04 1.99  22.3 -0.466    19.03 19.56 02a58148o0914o        0     29.868826
58148.641720 19.766969      NaN     -11     15 o    0     1.45 210.91068 54.31167  6837.52  7587.51 2.00 1.94  37.9 -0.485    19.09 19.59 02a58148o0933o        0     25.162407
58148.650791 19.334813      NaN       8     18 o    0     1.13 210.91068 54.31167  3689.64  2921.68 2.14 1.88  42.4 -0.429    19.09 19.75 02a58148o0952o        0     27.058210
58148.659820 19.696897      NaN     -20     16 o    0     1.36 210.91068 54.31167  6755.86  7629.43 2.05 1.95  29.2 -0.484    19.11 19.77 02a58148o0971o        0     25.771045
58150.621579 18.738855      NaN      12     33 o    0     1.10 210.91068 54.31167  4622.14  5462.85 3.36 2.80 -81.0 -0.434    18.52 19.44 01a58150o0880o        0     38.692981
58150.630841 18.878500      NaN      -5     34 o    0     1.41 210.91068 54.31167  4625.65  5388.47 3.39 2.81 -81.4 -0.431    18.48 19.45 01a58150o0899o        0     39.549295
58150.639777 18.847027      NaN      -8     35 o    0     1.21 210.91068 54.31167  4693.12  5430.33 3.31 2.75 -82.0 -0.439    18.51 19.46 01a58150o0918o        0     40.412210
58150.648648 18.878500      NaN     -10     34 o    0     0.99 210.91068 54.31167  4723.36  5279.66 3.52 3.10 -80.2 -0.400    18.44 19.47 01a58150o0937o        0     39.549295
58152.654456 19.569016      NaN      -7     18 o    0     1.07 210.91068 54.31167  3145.48  2113.38 2.45 2.04  44.6 -0.439    19.12 19.88 02a58152o0949o        0     27.058210
58152.664222 19.569016      NaN     -24     18 o    0     0.88 210.91068 54.31167  3121.19  2071.68 2.44 2.02  44.9 -0.439    19.06 19.76 02a58152o0970o        0     27.058210
58152.674144 18.558199      NaN      36     32 o    0     1.10 210.91068 54.31167  3177.84  2149.80 2.34 1.91  44.1 -0.423    18.33 18.50 02a58152o0991o   524288     37.843715
58156.651688 19.868040      NaN       0     12 o    0     1.51 210.91068 54.31167  4872.03  4736.63 2.16 1.90  45.2 -0.471    19.29 20.47 02a58156o0765o        0     23.497803
58156.661609 19.766969      NaN     -10     15 o    0     0.85 210.91068 54.31167  4848.90  4702.41 2.17 1.92  48.8 -0.472    19.38 20.51 02a58156o0786o        0     25.162407
58156.671665 19.766969      NaN     -15     15 o    0     0.83 210.91068 54.31167  4907.32  4780.33 2.09 1.83  48.3 -0.469    19.14 20.00 02a58156o0807o        0     25.162407
58162.635186 17.692816      NaN      50     83 o    0     1.17 210.91068 54.31167  3367.71  5827.32 3.48 3.03 -87.4 -0.433    17.41 19.43 01a58162o0709o   524288     85.423338
58162.645044 19.287255      NaN       2     21 o    0     0.95 210.91068 54.31167  3389.05  5903.88 3.36 2.96 -88.2 -0.425    18.90 21.06 01a58162o0730o        0     29.140123
58162.654834 19.510313      NaN     -23     19 o    0     1.69 210.91068 54.31167  3332.10  5865.49 3.17 2.71 -89.4 -0.441    18.52 20.55 01a58162o0751o   524288     27.733495
58162.664930 17.201430      NaN       5    156 o    0     1.00 210.91068 54.31167  3315.00  6023.30 3.30 2.93  87.4 -0.445    16.92 17.98 01a58162o0772o  4196352    157.302723
58176.583872 19.454622      NaN     -29     20 o    0     0.93 210.91068 54.31167  4869.15  2422.37 1.97 1.83  35.5 -0.467    19.07 19.64 02a58176o0075o        0     28.427922
58176.593225 19.766969      NaN      -7     15 o    0     1.25 210.91068 54.31167  4848.69  2384.42 2.01 1.81  43.7 -0.448    19.12 19.81 02a58176o0093o        0     25.162407
58176.602727 19.696897      NaN     -18     16 o    0     0.95 210.91068 54.31167  4909.60  2464.73 1.98 1.81  45.6 -0.459    19.25 19.93 02a58176o0112o        0     25.771045
58176.611677 20.009244      NaN     -25     12 o    0     1.46 210.91068 54.31167  4916.75  2346.93 2.02 1.83  42.9 -0.452    19.33 20.13 02a58176o0130o        0     23.497803
58188.526803 18.623526      NaN      52     24 o    0     1.15 210.91068 54.31167  6003.67  7995.91 2.34 2.26  18.2 -0.460    18.83 20.13 02a58188o0646o        0     31.371113
58188.536608 19.510313      NaN     -27     19 o    0     1.65 210.91068 54.31167  6019.89  8034.69 2.30 2.17  11.2 -0.464    18.78 19.93 02a58188o0665o   524288     27.733495
58188.552490 19.102305      NaN      18     20 o    0     0.97 210.91068 54.31167  5965.85  7959.33 2.18 2.11   9.5 -0.468    19.02 20.10 02a58188o0697o        0     28.427922
58188.561633 17.685696      NaN     -58    102 o    0     0.81 210.91068 54.31167  4530.94  2347.81 2.01 1.95  47.6 -0.495    17.53 18.34 02a58188o0715o        0    103.981473
58206.503198 18.424171      NaN      42     36 o    0     0.99 210.91068 54.31167  5932.36  7715.81 4.31 3.10 -85.3 -0.394    18.60 19.68 01a58206o0526o   524288     41.281312
58206.507668 18.944322      NaN     -32     32 o    0     1.35 210.91068 54.31167  5961.32  7772.76 4.40 3.14 -85.3 -0.388    18.56 19.69 01a58206o0535o        0     37.843715
58206.509060 18.649074      NaN      25     32 o    0     0.98 210.91068 54.31167  5889.92  7702.62 4.31 3.12 -85.0 -0.395    18.60 19.68 01a58206o0538o        0     37.843715
58206.520875 18.816441      NaN     -23     36 o    0     0.93 210.91068 54.31167  5862.30  7862.97 4.33 3.13 -85.5 -0.396    18.55 19.69 01a58206o0562o        0     41.281312
58208.431298 17.643932      NaN     -86    106 o    0     1.88 210.91068 54.31167  5406.24  5608.52 2.06 1.95  83.3 -0.506    16.81 16.96 02a58208o0438o     8192    107.908048
58208.435429 17.744005      NaN      87     66 o    0     0.87 210.91068 54.31167  5381.91  5723.95 2.06 1.92  86.0 -0.578    17.93 18.16 02a58208o0447o     8192     69.022799
58214.502592 19.226921      NaN      15     18 o    0     0.98 210.91068 54.31167  4012.76  4855.63 3.24 3.11 -88.1 -0.428    19.10 20.64 01a58214o0166o   524288     27.058210
58214.505796 19.696897      NaN     -25     16 o    0     1.26 210.91068 54.31167  4025.85  4908.39 3.04 2.95  87.0 -0.443    19.16 20.63 01a58214o0173o   524288     25.771045
58214.518396 19.241693      NaN      11     19 o    0     0.88 210.91068 54.31167  3967.72  4878.92 3.05 2.81  83.1 -0.450    19.16 20.59 01a58214o0200o        0     27.733495
58214.526719 19.696897      NaN     -14     16 o    0     1.03 210.91068 54.31167  3961.39  5030.18 3.06 2.88  85.7 -0.441    19.13 20.59 01a58214o0218o   524288     25.771045
58220.483679 19.609992      NaN      11     12 o    0     1.30 210.91068 54.31167  5504.28  1997.73 2.10 1.95 -62.3 -0.445    19.74 21.00 02a58220o0561o        0     23.497803
58220.497720 19.766969      NaN       7     11 o    0     1.08 210.91068 54.31167  5492.97  1959.20 2.10 2.04  54.6 -0.450    19.68 21.01 02a58220o0591o   524288     23.003190
58220.503659 19.841877      NaN       7     10 o    0     1.51 210.91068 54.31167  5547.71  2035.58 2.08 2.05  85.9 -0.443    19.70 21.03 02a58220o0604o        0     22.542110
58220.514877 19.922338      NaN       7      9 o    0     1.58 210.91068 54.31167  5571.12  1919.38 2.13 2.00  49.7 -0.449    19.67 20.97 02a58220o0628o        0     22.116662
58222.575880 19.631075      NaN      -5     17 o    0     0.94 210.91068 54.31167  3489.41  8568.23 3.45 3.08 -88.2 -0.415    19.16 20.77 01a58222o0351o        0     26.403537
58222.593629 19.169763      NaN      16     19 o    0     1.19 210.91068 54.31167  3547.55  8667.55 3.71 3.36  89.6 -0.404    19.05 20.71 01a58222o0389o        0     27.733495
58222.599734 19.510313      NaN     -29     19 o    0     0.96 210.91068 54.31167  3503.84  8608.06 3.57 3.17  86.5 -0.413    19.07 20.66 01a58222o0402o   524288     27.733495
58222.607241 19.569016      NaN     -20     18 o    0     1.07 210.91068 54.31167  3499.14  8748.68 3.69 3.30 -83.9 -0.406    19.04 20.59 01a58222o0417o        0     27.058210
58232.464131 19.529530      NaN       9     14 o    0     1.66 210.91068 54.31167  5649.83  4074.84 2.22 1.99 -43.1 -0.448    19.38 20.23 02a58232o0428o        0     24.579397
58232.477507 19.549093      NaN       2     16 o    0     1.01 210.91068 54.31167  5627.23  4018.40 2.13 2.09 -37.7 -0.482    19.30 20.21 02a58232o0457o        0     25.771045
58232.483938 19.841877      NaN     -24     14 o    0     1.14 210.91068 54.31167  5682.40  4112.37 2.21 2.08 -39.5 -0.449    19.29 20.21 02a58232o0471o   524288     24.579397
58232.495200 19.491430      NaN       8     15 o    0     0.96 210.91068 54.31167  5706.49  3997.10 2.05 1.95 -34.0 -0.471    19.39 20.20 02a58232o0495o        0     25.162407
58234.447060 11.246963      NaN   -5182  38379 o    0     0.89 210.91068 54.31167  6131.86  6802.54 5.66 3.77 -90.0 -0.275    13.03 13.39 01a58234o0373o  4196354  38379.005317
58234.460098 16.217538      NaN     344    278 o    0     1.15 210.91068 54.31167  6074.37  6774.66 3.79 3.05 -89.2 -0.427    17.05 17.56 01a58234o0401o  4196354    278.733110
58234.467963 18.767304      NaN      18     30 o    0     1.23 210.91068 54.31167  6056.40  6924.24 3.71 3.06 -85.8 -0.406    18.64 19.69 01a58234o0418o     8192     36.168311
58244.441984 16.431952      NaN     351    205 o    0     1.68 210.91068 54.31167  3716.45  3002.95 2.35 2.28  66.4 -0.321    16.18 16.67 02a58244o0466o  4196354    205.993075
58244.445266 17.967720      NaN      54     59 o    0     1.45 210.91068 54.31167  3696.27  2966.54 2.10 1.95 -46.4 -0.451    16.89 17.71 02a58244o0473o     8192     62.363024
58244.458540 16.471810      NaN    -345    312 o    0     1.01 210.91068 54.31167  3764.69  3043.92 2.02 1.93 -38.2 -0.407    15.93 16.33 02a58244o0501o  4196354    312.653397
58244.466402 18.649074      NaN     -67     42 o    0     1.17 210.91068 54.31167  3774.96  2923.77 2.13 2.02 -38.6 -0.432    17.89 18.51 02a58244o0518o     8192     46.606295
58246.460962 19.351140      NaN      13     16 o    0     1.33 210.91068 54.31167  4148.72  5838.79 3.36 3.18  88.1 -0.430    19.22 21.03 01a58246o0099o   524288     25.771045
58246.466007 19.696897      NaN     -21     16 o    0     1.05 210.91068 54.31167  4177.90  5899.00 3.19 3.06  87.1 -0.432    19.21 20.97 01a58246o0110o   524288     25.771045
58246.478099 19.510313      NaN     -16     19 o    0     0.92 210.91068 54.31167  4132.39  5864.46 3.44 3.12 -89.9 -0.427    19.00 20.67 01a58246o0136o   524288     27.733495
58246.484990 18.944322      NaN     -16     32 o    0     0.87 210.91068 54.31167  4119.60  6007.10 3.36 3.08  88.8 -0.433    18.52 20.00 01a58246o0151o        0     37.843715
58248.450597 19.922338      NaN     -13     13 o    0     0.94 210.91068 54.31167  5356.11  2640.98 2.19 1.99 -47.4 -0.456    19.52 20.67 02a58248o0482o        0     24.023879
58248.454702 19.816329      NaN       5     11 o    0     1.43 210.91068 54.31167  5332.29  2601.51 2.26 2.00 -50.4 -0.453    19.46 20.63 02a58248o0491o        0     23.003190
58248.456075 19.696897      NaN      -7     16 o    0     0.79 210.91068 54.31167  5400.48  2679.24 2.26 1.99 -46.2 -0.458    19.31 20.50 02a58248o0494o   524288     25.771045
58248.466926 19.674510      NaN       5     13 o    0     1.20 210.91068 54.31167  5424.21  2564.53 2.11 1.98 -52.5 -0.468    19.56 20.76 02a58248o0517o        0     24.023879
58250.425871 17.240748      NaN      60    132 o    0     1.10 210.91068 54.31167  3691.20  6791.43 3.13 2.98  81.0 -0.428    16.78 18.33 01a58250o0409o   524288    133.537061
58250.439823 19.169763      NaN     -47     26 o    0     0.88 210.91068 54.31167  3720.78  6882.35 3.35 3.01  80.9 -0.438    18.67 20.23 01a58250o0439o        0     32.926384
58250.445784 19.089302      NaN       7     24 o    0     1.11 210.91068 54.31167  3669.99  6830.82 3.27 3.00  81.7 -0.432    18.62 20.15 01a58250o0452o        0     31.371113
58250.457009 18.063866      NaN      -2     71 o    0     1.13 210.91068 54.31167  3654.79  6987.50 3.21 2.86  84.7 -0.442    17.38 18.85 01a58250o0476o   524288     73.818336
58254.471115 19.510313      NaN     -18     19 o    0     0.96 210.91068 54.31167  7255.78  8623.14 3.79 3.04 -84.6 -0.412    19.11 20.68 01a58254o0461o        0     27.733495
58254.475240 19.510313      NaN     -30     19 o    0     1.00 210.91068 54.31167  7287.95  8678.34 3.67 2.92 -82.9 -0.414    19.15 20.65 01a58254o0470o        0     27.733495
58254.490314 19.155932      NaN      17     19 o    0     1.09 210.91068 54.31167  7257.04  8650.76 3.95 3.15 -84.4 -0.406    19.08 20.58 01a58254o0501o        0     27.733495
58254.503232 18.666446      NaN      44     25 o    0     1.07 210.91068 54.31167  7263.40  8813.15 3.74 3.01 -86.6 -0.412    18.77 20.20 01a58254o0528o        0     32.142600
58258.472507 19.510313      NaN     -16     19 o    0     1.01 210.91068 54.31167  4830.13  7649.79 3.48 3.15  88.6 -0.424    19.10 20.63 01a58258o0468o   524288     27.733495
58258.492683 19.038793      NaN      29     18 o    0     0.95 210.91068 54.31167  4880.70  7755.98 3.23 2.92 -89.2 -0.435    19.14 20.56 01a58258o0509o        0     27.058210
58258.496811 19.454622      NaN     -21     20 o    0     0.99 210.91068 54.31167  4834.64  7695.28 3.32 3.10  89.5 -0.417    19.12 20.52 01a58258o0518o        0     28.427922
58258.511639 18.921935      NaN      33     20 o    0     0.88 210.91068 54.31167  4845.63  7856.01 3.32 3.07  89.7 -0.424    19.09 20.54 01a58258o0549o        0     28.427922
58260.483430 19.743105      NaN       5     12 o    0     1.15 210.91068 54.31167  5281.70  5390.32 2.54 2.00 -45.4 -0.433    19.58 20.82 02a58260o0520o        0     23.497803
58260.491813 19.529530      NaN      12     13 o    0     1.14 210.91068 54.31167  5257.25  5346.12 2.36 1.95 -48.4 -0.434    19.59 20.81 02a58260o0537o        0     24.023879
58260.509307 18.214605      NaN      57     42 o    0     0.91 210.91068 54.31167  5313.13  5430.03 2.52 2.04 -46.9 -0.424    18.62 19.73 02a58260o0574o   524288     46.606295
58262.407645 18.323878      NaN      21     48 o    0     0.95 210.91068 54.31167  4140.91  6715.77 3.00 2.94  39.8 -0.440    18.20 19.10 01a58262o0358o        0     52.078275
58262.411319 18.675237      NaN      16     34 o    0     1.02 210.91068 54.31167  4167.86  6769.94 2.94 2.93  25.4 -0.436    18.53 19.53 01a58262o0366o        0     39.549295
58262.431827 19.302877      NaN      -8     23 o    0     1.26 210.91068 54.31167  4118.92  6770.98 2.91 2.89  40.6 -0.442    18.76 19.89 01a58262o0410o   524288     30.612853
58262.441689 19.212347      NaN     -12     25 o    0     0.85 210.91068 54.31167  4119.33  6920.68 3.11 2.91  86.1 -0.433    18.82 20.00 01a58262o0431o   524288     32.142600
58264.413543 16.341869      NaN     267    261 o    0     1.51 210.91068 54.31167  4290.28  4503.00 2.47 2.35 -54.8 -0.424    15.74 16.00 02a58264o0385o  4196354    261.780723
58264.418104 17.281543      NaN      61    126 o    0     0.78 210.91068 54.31167  4266.92  4463.76 2.18 2.07 -51.2 -0.460    16.67 17.01 02a58264o0395o        0    127.609352
