         MJD         m       dm  uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask   duJy_new
59020.330908 20.103715      NaN   -7    11 c    0   0.90 210.91068 54.31167  6565.23   982.35 2.45 2.32 -69.4 -0.404    19.50 21.38 02a59020o0132c        0  18.935604
59020.334109 20.321591      NaN    0     9 c    0   1.03 210.91068 54.31167  6544.66   942.12 2.44 2.30 -64.1 -0.401    19.75 21.74 02a59020o0139c        0  17.848168
59020.341236 20.009244      NaN  -21    12 c    0   0.92 210.91068 54.31167  6604.38  1023.00 2.54 2.42  87.7 -0.392    19.60 21.65 02a59020o0154c        0  19.533487
59020.352367 19.816329      NaN    1    14 c    0   1.34 210.91068 54.31167  6623.39   899.75 2.36 2.31 -83.9 -0.405    19.43 21.35 02a59020o0178c        0  20.822034
59040.285251 19.696897      NaN    9    13 c    0   1.02 210.91068 54.31167  8738.07  3095.53 2.87 2.73 -61.9 -0.377    19.58 21.62 02a59040o0091c        0  20.163261
59040.288469 19.894850      NaN    4    12 c    0   0.98 210.91068 54.31167  8718.35  3055.42 2.82 2.71 -57.8 -0.372    19.58 21.62 02a59040o0098c        0  19.533487
59040.295427 19.950541      NaN    5    11 c    0   1.17 210.91068 54.31167  8777.78  3133.04 2.74 2.65 -59.9 -0.378    19.70 21.65 02a59040o0113c        0  18.935604
59040.306084 19.491430      NaN   22    12 c    0   0.94 210.91068 54.31167  8799.14  3015.28 2.80 2.70  41.0 -0.379    19.65 21.66 02a59040o0136c        0  19.533487
59044.317072 20.009244      NaN    6    10 c    0   1.26 210.91068 54.31167   789.60  3026.60 2.48 2.27 -55.6 -0.400    19.71 21.76 02a59044o0158c        0  18.372727
59044.320832 20.321591      NaN  -12     9 c    0   1.20 210.91068 54.31167   767.94  2986.55 2.53 2.34 -61.3 -0.402    19.68 21.77 02a59044o0166c  4194560  17.848168
59044.327714 20.009244      NaN  -12    12 c    0   0.94 210.91068 54.31167   830.52  3064.68 2.61 2.46 -60.5 -0.405    19.62 21.76 02a59044o0181c        0  19.533487
59044.337475 20.103715      NaN  -15    11 c    0   1.23 210.91068 54.31167   853.66  2944.29 2.75 2.44 -57.4 -0.397    19.60 21.71 02a59044o0202c        0  18.935604
59048.285981 19.950541      NaN   11     9 c    0   1.50 210.91068 54.31167   795.83  3030.96 2.55 2.35  33.8 -0.395    19.64 21.53 02a59048o0095c        0  17.848168
59048.290126 19.922338      NaN    3    12 c    0   1.22 210.91068 54.31167   775.06  2992.28 2.65 2.36  36.5 -0.389    19.44 21.30 02a59048o0104c        0  19.533487
59048.296595 20.103715      NaN   -1    11 c    0   1.14 210.91068 54.31167   834.05  3065.70 2.56 2.32  35.6 -0.393    19.57 21.51 02a59048o0118c        0  18.935604
59048.308077 20.207197      NaN   -7    10 c    0   1.00 210.91068 54.31167   857.88  2946.16 2.36 2.33  15.8 -0.405    19.68 21.65 02a59048o0143c        0  18.372727
59108.240914 19.472870      NaN   20    13 c    0   1.36 210.91068 54.31167  4755.65  3200.42 2.37 2.34  60.9 -0.401    19.32 20.86 02a59108o0046c        0  20.163261
59108.246004 19.652575      NaN    2    16 c    0   1.06 210.91068 54.31167  4735.34  3173.52 2.56 2.40  37.5 -0.391    19.27 20.84 02a59108o0057c        0  22.216145
59108.250126 19.743105      NaN    1    15 c    0   1.03 210.91068 54.31167  4794.92  3244.78 2.42 2.39  51.4 -0.395    19.30 20.84 02a59108o0066c        0  21.507141
59108.260706 19.569016      NaN   -5    18 c    0   0.75 210.91068 54.31167  4814.39  3134.67 2.62 2.44 -52.2 -0.395    19.22 20.80 02a59108o0089c        0  23.697196
59206.608827 20.207197      NaN  -14    10 c    0   1.11 210.91068 54.31167  4766.99  3187.98 2.53 2.47 -30.7 -0.370    19.71 21.84 01a59206o0880c        0  18.372727
59206.612058 20.171596      NaN    1    10 c    0   1.15 210.91068 54.31167  4745.04  3153.09 2.57 2.51 -32.3 -0.367    19.69 21.85 01a59206o0887c        0  18.372727
59206.617585 19.816329      NaN   10    11 c    0   0.95 210.91068 54.31167  4806.20  3229.51 2.73 2.64  -7.9 -0.359    19.62 21.85 01a59206o0899c        0  18.935604
59206.631405 20.103715      NaN   -6    11 c    0   1.04 210.91068 54.31167  4824.58  3117.67 2.76 2.58  21.5 -0.358    19.63 21.85 01a59206o0929c        0  18.935604
59208.639885 19.922338      NaN    3    12 c    0   1.08 210.91068 54.31167  8797.81  1656.90 2.61 2.33 -54.2 -0.407    19.68 21.64 02a59208o0962c        0  19.533487
59208.650450 20.103715      NaN  -13    11 c    0   1.05 210.91068 54.31167  8818.17  1695.88 2.61 2.34 -53.8 -0.404    19.70 21.65 02a59208o0985c        0  18.935604
59208.655955 20.103715      NaN    0    11 c    0   1.00 210.91068 54.31167  8763.61  1622.58 2.58 2.31 -55.3 -0.401    19.67 21.61 02a59208o0997c        0  18.935604
59208.664725 19.841877      NaN  -11    14 c    0   1.08 210.91068 54.31167  8745.32  1743.28 2.57 2.34 -56.5 -0.404    19.41 20.84 02a59208o1016c        0  20.822034
59228.630646 19.979496      NaN    4    11 c    0   1.09 210.91068 54.31167  7496.00  5595.08 2.68 2.51  50.2 -0.390    19.74 21.88 02a59228o0867c        0  18.935604
59228.633851 20.009244      NaN  -27    12 c    0   0.91 210.91068 54.31167  7516.21  5633.39 2.71 2.51  48.7 -0.388    19.72 21.88 02a59228o0874c        0  19.533487
59228.650265 20.103715      NaN  -30    11 c    0   0.83 210.91068 54.31167  7464.08  5559.66 2.70 2.49  48.1 -0.390    19.76 21.90 02a59228o0909c        0  18.935604
59228.658974 20.103715      NaN   -5    11 c    0   1.00 210.91068 54.31167  7444.86  5676.84 2.69 2.45  45.7 -0.392    19.80 21.83 02a59228o0928c        0  18.935604
59230.596813 20.207197      NaN   -3    10 c    0   0.97 210.91068 54.31167  3646.46  8725.75 2.94 2.60 -76.6 -0.397    19.72 22.31 01a59230o0856c  4194560  18.372727
59230.600047 20.207197      NaN  -12    10 c    0   1.31 210.91068 54.31167  3627.11  8688.12 2.90 2.59 -77.2 -0.395    19.77 22.33 01a59230o0863c        0  18.372727
59230.605590 20.103715      NaN    3    10 c    0   0.91 210.91068 54.31167  3685.37  8761.49 2.80 2.62 -83.6 -0.389    19.76 22.34 01a59230o0875c        0  18.372727
59230.615358 20.321591      NaN   -3     9 c    0   1.09 210.91068 54.31167  3703.81  8645.66 2.75 2.58 -80.9 -0.393    19.78 22.39 01a59230o0896c        0  17.848168
59238.585766 20.207197      NaN   -1    10 c    0   0.72 210.91068 54.31167  1134.39  5143.76 2.29 2.19 -63.9 -0.397    19.95 22.17 01a59238o0765c   524288  18.372727
59238.588065 20.039830      NaN    5    10 c    0   0.83 210.91068 54.31167  1114.30  5106.62 2.37 2.29 -67.2 -0.389    19.94 22.16 01a59238o0770c        0  18.372727
59238.590826 20.171596      NaN    4     9 c    0   1.70 210.91068 54.31167  1173.20  5183.62 2.39 2.33 -75.4 -0.385    19.95 22.18 01a59238o0776c        0  17.848168
59238.595897 20.207197      NaN   -1    10 c    0   1.05 210.91068 54.31167  1192.24  5065.61 2.46 2.42 -78.9 -0.383    19.88 22.19 01a59238o0787c        0  18.372727
59254.582395 20.009244      NaN   -4    12 c    0   1.53 210.91068 54.31167   379.07  1410.27 2.77 2.47  45.0 -0.394    19.64 22.07 01a59254o0809c  4194560  19.533487
59254.584237 19.766969      NaN    6    13 c    0   0.91 210.91068 54.31167   351.20  1375.77 2.60 2.34  67.1 -0.430    19.62 22.01 01a59254o0813c  4194560  20.163261
59254.587068 18.921935      NaN   26    24 c    0   0.63 210.91068 54.31167   418.16  1448.35 2.52 2.31  65.9 -0.427    19.24 21.52 01a59254o0819c     8192  28.522923
59254.593104 20.171596      NaN    4     9 c    0   1.56 210.91068 54.31167   435.33  1330.65 2.50 2.28  67.5 -0.427    19.76 22.16 01a59254o0832c     8192  17.848168
59256.529166 19.696897      NaN   18    10 c    0   1.18 210.91068 54.31167  5333.86  3589.25 2.50 2.34  47.3 -0.402    19.79 21.98 02a59256o0695c        0  18.372727
59256.532384 19.868040      NaN   11    10 c    0   1.14 210.91068 54.31167  5353.15  3628.72 2.63 2.39  45.7 -0.397    19.76 21.98 02a59256o0702c  4194560  18.372727
59256.537897 20.071303      NaN    1    11 c    0   0.78 210.91068 54.31167  5296.72  3551.72 2.56 2.33  43.1 -0.401    19.81 21.97 02a59256o0714c        0  18.935604
59256.543014 20.207197      NaN    0    10 c    0   1.01 210.91068 54.31167  5278.38  3667.32 2.62 2.40  46.2 -0.397    19.76 21.98 02a59256o0725c        0  18.372727
59258.571978 20.282105 0.348987   28     9 c    0   1.36 210.91068 54.31167  7144.25  6881.98 2.55 2.52  66.3 -0.368    19.75 22.04 01a59258o0790c        0  17.848168
59258.573832 20.207197      NaN   -1    10 c    0   0.88 210.91068 54.31167  7128.90  6839.77 2.73 2.59  43.8 -0.356    19.73 22.03 01a59258o0794c        0  18.372727
59258.576596 20.405150      NaN    1     8 c    0   1.51 210.91068 54.31167  7184.45  6919.73 2.70 2.64  62.7 -0.366    19.74 22.04 01a59258o0800c        0  17.365400
59258.582589 19.791368      NaN   14    10 c    0   0.87 210.91068 54.31167  7201.68  6805.24 2.52 2.48  79.1 -0.375    19.80 22.04 01a59258o0813c        0  18.372727
59262.501830 20.449472      NaN   -3     8 c    0   1.17 210.91068 54.31167  7141.78  6882.25 2.40 2.25 -88.4 -0.394    19.77 21.77 01a59262o0623c        0  17.365400
59262.504607 20.449472      NaN   -2     8 c    0   1.25 210.91068 54.31167  7123.02  6842.53 2.40 2.28 -87.5 -0.390    19.78 21.82 01a59262o0629c        0  17.365400
59262.508306 20.321591      NaN   -7     9 c    0   1.20 210.91068 54.31167  7181.40  6919.79 2.46 2.36  83.4 -0.379    19.75 21.86 01a59262o0637c        0  17.848168
59262.514297 20.103715      NaN   -5    11 c    0   0.78 210.91068 54.31167  7199.67  6803.66 2.49 2.41  85.9 -0.374    19.77 21.85 01a59262o0650c        0  18.935604
59288.544037 19.979496      NaN    1    12 c    0   1.04 210.91068 54.31167  5482.17  8629.95 2.43 2.34  52.5 -0.408    19.81 21.80 02a59288o0704c        0  19.533487
59288.579411 19.609992      NaN   19    11 c    0   0.88 210.91068 54.31167  5459.65  8589.32 2.56 2.31  34.1 -0.396    19.77 21.76 02a59288o0780c        0  18.935604
59288.607793 19.419021      NaN   11    17 c    0   1.22 210.91068 54.31167  5510.74  8663.12 2.61 2.36  33.4 -0.390    18.70 20.56 02a59288o0841c   524288  22.946832
59288.632589 19.766969      NaN   12    11 c    0   1.32 210.91068 54.31167  5525.69  8543.24 2.78 2.35  41.1 -0.386    19.67 21.69 02a59288o0894c        0  18.935604
59292.459472 19.743105      NaN   16    10 c    0   0.97 210.91068 54.31167  1710.45  5348.39 2.49 2.30  55.8 -0.413    19.75 21.80 02a59292o0510c        0  18.372727
59292.462673 20.207197      NaN  -16    10 c    0   0.93 210.91068 54.31167  1733.62  5388.01 2.46 2.31  60.6 -0.409    19.74 21.78 02a59292o0517c        0  18.372727
59292.466844 20.071303      NaN    1    11 c    0   0.93 210.91068 54.31167  1673.02  5308.69 2.59 2.36  48.1 -0.401    19.72 21.79 02a59292o0526c   524288  18.935604
59292.473270 20.103715      NaN  -23    11 c    0   1.15 210.91068 54.31167  1654.73  5423.91 2.52 2.31  48.3 -0.404    19.74 21.81 02a59292o0540c        0  18.935604
59292.649611 19.569016      NaN   -7    18 c    0   0.99 210.91068 54.31167  8885.50  5196.58 2.51 2.32  36.5 -0.396    19.18 20.41 02a59292o0918c        0  23.697196
59310.449546 19.979496      NaN    7    10 c    0   1.23 210.91068 54.31167  9044.85  6851.93 2.61 2.41  87.6 -0.400    20.01 21.98 01a59310o0425c        0  18.372727
59310.451851 20.449472      NaN  -10     8 c    0   1.54 210.91068 54.31167  9025.40  6812.41 2.58 2.43 -85.1 -0.393    20.03 21.99 01a59310o0430c        0  17.365400
59310.455624 20.321591      NaN   -7     9 c    0   1.03 210.91068 54.31167  9087.35  6889.36 2.54 2.41  87.4 -0.394    20.01 21.99 01a59310o0438c  4194560  17.848168
59310.464868 19.766969      NaN   15    10 c    0   0.95 210.91068 54.31167  9103.60  6773.48 2.62 2.55 -83.4 -0.385    19.96 22.08 01a59310o0457c        0  18.372727
59314.443833 20.449472      NaN    0     8 c    0   1.50 210.91068 54.31167  6537.58   967.41 2.46 2.29   5.8 -0.392    19.96 21.85 01a59314o0481c        0  17.365400
59314.445680 20.321591      NaN  -12     9 c    0   1.42 210.91068 54.31167  6518.36   928.21 2.67 2.39  -6.2 -0.369    19.94 21.88 01a59314o0485c        0  17.848168
59314.448467 20.171596      NaN    1    10 c    0   1.04 210.91068 54.31167  6580.07  1007.15 2.62 2.37  -2.3 -0.372    19.95 21.87 01a59314o0491c        0  18.372727
59314.453560 20.207197      NaN   -1    10 c    0   0.93 210.91068 54.31167  6595.03   894.01 2.40 2.20 -18.9 -0.396    19.97 21.86 01a59314o0502c        0  18.372727
59318.482085 20.282105      NaN    4     8 c    0   1.10 210.91068 54.31167  4041.95  9617.53 2.42 2.28 -41.2 -0.387    19.76 21.52 01a59318o0559c        0  17.365400
59318.517343 20.137125      NaN    2    10 c    0   1.03 210.91068 54.31167  4069.13  9651.29 2.29 2.10 -51.4 -0.388    19.89 21.56 01a59318o0635c        0  18.372727
59318.520566 20.207197      NaN    6     8 c    0   1.24 210.91068 54.31167  4009.64  9573.51 2.28 2.08 -45.1 -0.388    19.89 21.57 01a59318o0642c        0  17.365400
59318.543605 20.449472      NaN  -10     8 c    0   1.62 210.91068 54.31167  3995.47  9687.32 2.28 2.10 -53.4 -0.387    19.86 21.46 01a59318o0691c   524288  17.365400
59322.408613 20.449472      NaN  -10     8 c    0   1.16 210.91068 54.31167  3072.19  4982.98 2.30 2.21 -82.0 -0.395    19.96 21.79 01a59322o0383c   524288  17.365400
59322.410910 20.594452      NaN  -15     7 c    0   1.82 210.91068 54.31167  3052.35  4944.73 2.29 2.17 -84.1 -0.398    19.97 21.80 01a59322o0388c        0  16.927998
59322.414135 20.449472      NaN   -4     8 c    0   1.44 210.91068 54.31167  3109.98  5020.30 2.24 2.12 -74.7 -0.401    19.99 21.81 01a59322o0395c        0  17.365400
59322.419674 20.449472      NaN   -1     8 c    0   1.05 210.91068 54.31167  3128.42  4905.14 2.33 2.19 -67.1 -0.399    19.92 21.79 01a59322o0407c        0  17.365400
59344.419514 20.103715      NaN  -14    11 c    0   1.11 210.91068 54.31167  1123.40  5159.19 2.37 2.24 -41.2 -0.422    19.73 21.69 02a59344o0385c   524288  18.935604
59344.423635 20.103715      NaN   -8    11 c    0   1.08 210.91068 54.31167  1103.84  5120.48 2.39 2.26 -41.4 -0.418    19.71 21.70 02a59344o0394c        0  18.935604
59344.429702 19.529530      NaN   23    11 c    0   1.04 210.91068 54.31167  1164.32  5194.01 2.40 2.26 -46.4 -0.423    19.71 21.72 02a59344o0407c        0  18.935604
59344.462022 19.816329      NaN   10    11 c    0   1.34 210.91068 54.31167  1182.48  5071.27 2.33 2.28 -18.3 -0.419    19.69 21.62 02a59344o0474c        0  18.935604
59370.364702 20.449472      NaN   -6     8 c    0   1.15 210.91068 54.31167  1988.14  9681.67 2.28 2.04 -63.0 -0.403    19.99 22.07 01a59370o0279c        0  17.365400
59370.367930 20.321591      NaN  -10     9 c    0   0.78 210.91068 54.31167  2009.56  9720.84 2.32 2.08 -64.5 -0.403    20.00 22.06 01a59370o0286c        0  17.848168
59370.374378 20.071303      NaN   10     8 c    0   1.29 210.91068 54.31167  1947.40  9640.74 2.25 1.99 -65.0 -0.406    20.01 22.04 01a59370o0300c        0  17.365400
59370.408119 20.321591      NaN   -4     9 c    0   1.09 210.91068 54.31167  1931.95  9754.13 2.38 2.12 -61.7 -0.407    19.96 22.00 01a59370o0367c        0  17.848168
59374.345057 20.449472      NaN   -5     8 c    0   1.70 210.91068 54.31167  1989.37  9684.56 2.45 2.21 -61.4 -0.392    19.98 22.03 01a59374o0234c        0  17.365400
59374.348286 20.449472      NaN    0     8 c    0   1.41 210.91068 54.31167  2010.73  9722.77 2.30 2.10 -65.3 -0.402    19.98 22.02 01a59374o0241c        0  17.365400
59374.353832 20.449472      NaN   -3     8 c    0   1.23 210.91068 54.31167  1952.20  9644.50 2.31 2.10 -53.9 -0.390    19.99 22.02 01a59374o0253c        0  17.365400
59374.364434 20.321591      NaN    3     8 c    0   1.07 210.91068 54.31167  1931.74  9759.59 2.38 2.11 -62.1 -0.402    19.97 22.04 01a59374o0276c        0  17.365400
59378.326788 20.321591      NaN    3     8 c    0   1.27 210.91068 54.31167  5014.10  1947.84 2.15 2.08  53.4 -0.401    19.98 21.72 01a59378o0193c        0  17.365400
59378.330008 20.171596      NaN    1    10 c    0   0.82 210.91068 54.31167  5034.99  1988.31 2.17 2.12  32.1 -0.400    19.93 21.73 01a59378o0200c        0  18.372727
59378.335546 20.321591      NaN    3     8 c    0   1.79 210.91068 54.31167  4979.01  1910.02 2.21 2.11  20.0 -0.398    19.97 21.75 01a59378o0212c        0  17.365400
59378.348438 20.594452      NaN    0     7 c    0   1.36 210.91068 54.31167  4964.40  2025.24 2.23 2.16  11.3 -0.391    19.97 21.87 01a59378o0240c        0  16.927998
59404.284177 19.766969      NaN   12    11 c    0   1.32 210.91068 54.31167  1752.87  8907.57 2.63 1.98 -48.8 -0.448    19.74 21.54 02a59404o0088c  4194560  18.935604
59404.287411 20.103715      NaN    0    11 c    0   0.99 210.91068 54.31167  1732.97  8868.76 2.67 2.01 -50.2 -0.440    19.73 21.54 02a59404o0095c        0  18.935604
59404.292910 19.841877      NaN    9    11 c    0   1.12 210.91068 54.31167  1787.38  8941.45 2.61 2.07 -50.9 -0.431    19.70 21.51 02a59404o0107c        0  18.935604
59404.302990 19.868040      NaN    2    13 c    0   0.91 210.91068 54.31167  1807.48  8822.36 2.68 2.07 -50.0 -0.436    19.66 21.51 02a59404o0129c        0  20.163261
59408.274563 20.009244      NaN  -14    12 c    0   0.93 210.91068 54.31167  1755.40  8906.74 2.59 2.03 -48.8 -0.439    19.66 21.40 02a59408o0068c        0  19.533487
59408.277767 19.922338      NaN   -3    13 c    0   0.90 210.91068 54.31167  1734.08  8867.58 2.61 2.15 -52.0 -0.422    19.64 21.42 02a59408o0075c        0  20.163261
59408.283262 20.009244      NaN   -8    12 c    0   0.89 210.91068 54.31167  1789.06  8942.53 2.58 2.16 -51.2 -0.430    19.62 21.42 02a59408o0087c        0  19.533487
59408.295675 19.816329      NaN    4    13 c    0   1.21 210.91068 54.31167  1810.80  8821.76 2.52 2.08 -47.9 -0.435    19.67 21.47 02a59408o0114c        0  20.163261
59426.249901 20.009244      NaN   -4    12 c    0   1.05 210.91068 54.31167  6878.35  1791.78 2.36 2.16 -72.8 -0.407    19.54 20.73 01a59426o0032c        0  19.533487
59426.253177 20.207197      NaN   -4    10 c    0   1.39 210.91068 54.31167  6897.38  1831.77 2.40 2.20 -74.5 -0.404    19.71 21.20 01a59426o0039c        0  18.372727
59426.258716 20.282105      NaN    1     9 c    0   1.32 210.91068 54.31167  6843.10  1756.69 2.29 2.16 -72.8 -0.405    19.86 21.60 01a59426o0051c        0  17.848168
59426.272762 20.137125      NaN    5     9 c    0   1.29 210.91068 54.31167  6826.97  1874.27 2.31 2.17 -75.0 -0.407    19.88 21.67 01a59426o0081c   524288  17.848168
59430.242183 19.256669      NaN   -2    24 c    0   1.53 210.91068 54.31167  6878.51  1796.44 2.31 2.17 -36.3 -0.389    18.64 19.07 01a59430o0020c        0  28.522923
59430.244954 19.334813      NaN   13    18 c    0   0.96 210.91068 54.31167  6898.68  1832.95 2.29 2.14 -75.5 -0.400    19.10 19.81 01a59430o0026c        0  23.697196
59430.250541 20.207197      NaN  -10    10 c    0   1.62 210.91068 54.31167  6847.28  1758.96 2.31 2.15 -75.2 -0.398    19.66 20.96 01a59430o0038c        0  18.372727
59430.260749 20.207197      NaN  -12    10 c    0   1.00 210.91068 54.31167  6828.97  1873.96 2.35 2.19 -80.2 -0.402    19.86 21.60 01a59430o0060c        0  18.372727
59434.246925 19.631075      NaN    6    15 c    0   1.22 210.91068 54.31167  9424.51  5351.36 2.85 2.42 -84.2 -0.365    19.33 20.53 01a59434o0034c   524288  21.507141
59434.250609 20.171596      NaN    1    10 c    0   1.58 210.91068 54.31167  9444.81  5386.49 2.84 2.40 -87.2 -0.376    19.54 21.12 01a59434o0042c        0  18.372727
59434.256155 20.009244      NaN  -16    12 c    0   1.09 210.91068 54.31167  9386.27  5316.37 2.78 2.39 -81.9 -0.380    19.71 21.52 01a59434o0054c        0  19.533487
59434.267220 20.207197      NaN   -8    10 c    0   1.16 210.91068 54.31167  9369.72  5435.46 2.50 2.22 -79.5 -0.399    19.85 21.64 01a59434o0078c        0  18.372727
59588.641428 19.791368      NaN    8    12 c    0   0.91 210.91068 54.31167  3834.70  7450.89 2.64 2.40  46.7 -0.398    19.65 21.81 02a59588o0978c        0  19.533487
59588.646929 20.009244      NaN   -8    12 c    0   1.25 210.91068 54.31167  3855.56  7489.30 2.57 2.39  44.6 -0.407    19.61 21.81 02a59588o0990c        0  19.533487
59588.658083 19.894850      NaN    4    12 c    0   1.07 210.91068 54.31167  3795.72  7410.06 2.56 2.35  45.7 -0.405    19.61 21.75 02a59588o1014c        0  19.533487
59588.665789 20.009244      NaN   -4    12 c    0   1.27 210.91068 54.31167  3772.30  7529.60 2.65 2.37  46.6 -0.397    19.46 21.22 02a59588o1030c        0  19.533487
59615.558656 19.696897      NaN   15    11 c    0   1.34 210.91068 54.31167  1522.89  3706.96 2.42 2.36  62.2 -0.422    19.60 21.48 02a59615o0775c        0  18.935604
59615.561412 19.841877      NaN    6    12 c    0   1.14 210.91068 54.31167  1542.56  3746.01 2.41 2.34  54.7 -0.424    19.61 21.49 02a59615o0781c  4194560  19.533487
59615.564167 20.321591      NaN   -6     9 c    0   1.67 210.91068 54.31167  1484.10  3666.22 2.54 2.37  44.3 -0.418    19.59 21.49 02a59615o0787c        0  17.848168
59615.571520 19.631075      NaN   18    11 c    0   1.45 210.91068 54.31167  1466.69  3781.22 2.45 2.37  58.9 -0.420    19.60 21.51 02a59615o0803c   524288  18.935604
59619.586609 19.841877      NaN  -24    14 c    0   0.87 210.91068 54.31167  4021.46  9602.49 2.54 2.48  49.4 -0.406    19.67 21.67 02a59619o0807c        0  20.822034
59619.588435 20.009244      NaN   -6    12 c    0   1.18 210.91068 54.31167  4041.41  9642.03 2.57 2.47  50.2 -0.405    19.66 21.67 02a59619o0811c        0  19.533487
59619.592559 19.841877      NaN   -4    14 c    0   0.96 210.91068 54.31167  3979.07  9562.97 2.64 2.44  46.5 -0.397    19.63 21.67 02a59619o0820c        0  20.822034
59619.610269 19.841877      NaN   -3    14 c    0   0.94 210.91068 54.31167  3957.82  9680.45 2.66 2.46  42.7 -0.396    19.65 21.62 02a59619o0858c        0  20.822034
59639.510262 19.510313      NaN   21    12 c    0   0.97 210.91068 54.31167  1834.28  7505.48 2.33 2.28  63.0 -0.428    19.73 21.72 02a59639o0653c        0  19.533487
59639.513468 19.674510      NaN   10    13 c    0   0.94 210.91068 54.31167  1854.29  7545.68 2.44 2.32  41.7 -0.416    19.69 21.70 02a59639o0660c        0  20.163261
59639.516215 20.103715      NaN  -24    11 c    0   1.11 210.91068 54.31167  1794.80  7464.59 2.32 2.27  61.4 -0.433    19.71 21.71 02a59639o0666c        0  18.935604
59639.522156 19.922338      NaN    6    11 c    0   1.17 210.91068 54.31167  1774.77  7580.51 2.35 2.31  71.3 -0.429    19.72 21.72 02a59639o0679c        0  18.935604
59643.579606 19.197966      NaN   37    13 c    0   1.48 210.91068 54.31167   800.27  3016.01 2.23 2.10   6.4 -0.449    19.23 21.76 02a59643o0746c        0  20.163261
59643.582534 19.549093      NaN   16    13 c    0   1.37 210.91068 54.31167   778.63  2975.48 2.24 2.12   2.0 -0.448    19.21 21.75 02a59643o0752c        0  20.163261
59643.617736 19.696897      NaN  -10    16 c    0   0.82 210.91068 54.31167   837.05  3048.97 2.33 2.09  29.9 -0.440    19.25 21.72 02a59643o0823c        0  22.216145
59643.623182 19.841877      NaN   -7    14 c    0   1.22 210.91068 54.31167   858.14  2927.13 2.25 2.12   8.4 -0.448    19.22 21.71 02a59643o0834c        0  20.822034
59647.511394 19.454622      NaN  -16    20 c    0   0.88 210.91068 54.31167  9787.44  7555.25 2.70 2.33  86.7 -0.448    18.96 21.75 02a59647o0432c   524288  25.249893
59647.514333 19.169763      NaN   24    18 c    0   1.13 210.91068 54.31167  9808.59  7592.56 2.73 2.33  80.0 -0.441    18.94 21.77 02a59647o0438c   524288  23.697196
59647.519354 18.079051      NaN  -33    71 c    0   0.76 210.91068 54.31167  9749.53  7519.91 2.65 2.37  80.0 -0.450    17.72 20.47 02a59647o0448c        0  72.653679
59647.539712 19.351140      NaN  -21    22 c    0   1.01 210.91068 54.31167  9734.32  7640.00 2.89 2.56  68.1 -0.421    18.89 21.75 02a59647o0488c        0  26.861815
59671.401837 19.841877      NaN  -14    14 c    0   1.08 210.91068 54.31167  3610.10  5823.31 2.72 2.52  41.0 -0.395    19.49 21.62 02a59671o0314c        0  20.822034
59671.428617 19.841877      NaN   -8    14 c    0   1.03 210.91068 54.31167  3644.06  5860.63 2.79 2.53  42.6 -0.393    19.53 21.63 02a59671o0371c   524288  20.822034
59671.431827 19.652575      NaN    2    16 c    0   0.79 210.91068 54.31167  3586.14  5786.30 2.92 2.59  44.1 -0.384    19.45 21.63 02a59671o0378c        0  22.216145
59671.437311 19.922338      NaN   -1    13 c    0   1.84 210.91068 54.31167  3566.44  5903.08 2.95 2.56  40.6 -0.386    19.42 21.63 02a59671o0390c   524288  20.163261
59675.445368 16.669763      NaN   33   249 c    0   0.98 210.91068 54.31167  1930.77  9627.64 2.52 2.40  40.7 -0.389    16.29 18.27 02a59675o0501c  4196354 249.476566
59675.451766 18.445391      NaN   26    42 c    0   0.98 210.91068 54.31167  1910.45  9743.67 2.40 2.35  28.4 -0.458    18.45 20.52 02a59675o0515c   532480  44.738765
59679.432660 19.256669      NaN   -4    24 c    0   0.95 210.91068 54.31167  1967.10  9667.42 2.53 2.39  41.4 -0.436    18.97 20.69 02a59679o0440c        0  28.522923
59679.438161 19.051202      NaN   15    24 c    0   1.77 210.91068 54.31167  1987.56  9705.58 2.48 2.38  33.3 -0.441    18.97 20.71 02a59679o0452c        0  28.522923
59679.439989 19.026525      NaN   23    22 c    0   1.38 210.91068 54.31167  1926.56  9625.47 2.48 2.36  33.2 -0.450    18.99 20.72 02a59679o0456c        0  26.861815
59679.445014 19.256669      NaN  -37    24 c    0   0.95 210.91068 54.31167  1904.58  9743.16 2.48 2.41  30.8 -0.442    19.00 20.75 02a59679o0467c        0  28.522923
59695.447397 19.922338      NaN   -7    13 c    0   1.27 210.91068 54.31167  8868.68  5221.15 2.73 2.49  32.2 -0.400    19.49 21.38 02a59695o0478c        0  20.163261
59695.450623 19.766969      NaN    3    14 c    0   1.19 210.91068 54.31167  8849.21  5180.82 2.66 2.39  33.1 -0.403    19.51 21.38 02a59695o0485c        0  20.822034
59695.485942 19.841877      NaN   -6    14 c    0   1.21 210.91068 54.31167  8899.23  5260.19 2.75 2.44  30.0 -0.390    19.47 21.34 02a59695o0561c   524288  20.822034
59695.514381 19.102305      NaN   20    21 c    0   0.97 210.91068 54.31167  8916.27  5144.66 2.76 2.40  28.4 -0.395    19.02 20.86 02a59695o0622c   524288  26.049129
59699.416003 15.998829      NaN  178   423 c    0   1.23 210.91068 54.31167  3342.92  7100.19 2.64 2.33  24.6 -0.397    15.53 16.82 02a59699o0410c  4196354 423.280707
