         MJD         m       dm  uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask   duJy_new
57898.446924 19.791368      NaN    7    12 c    0   1.28 210.91068 54.31167  1882.15  8696.37 2.67 2.48   1.6 -0.486    19.69 21.60 02a57898o0247c        0  19.533487
57902.386132 20.321591      NaN   -4     9 c    0   1.32 210.91068 54.31167  4381.76  7536.37 2.52 2.42  -3.6 -0.451    19.81 21.63 02a57902o0297c        0  17.848168
57902.397408 19.922338      NaN   -2    13 c    0   0.90 210.91068 54.31167  4371.24  7496.46 2.57 2.47  -9.1 -0.461    19.77 21.60 02a57902o0319c        0  20.163261
57902.399963 20.207197      NaN   -6    10 c    0   1.02 210.91068 54.31167  4418.14  7574.44 2.59 2.45  -2.6 -0.449    19.78 21.58 02a57902o0324c   524288  18.372727
57902.422768 20.207197      NaN   -2    10 c    0   1.50 210.91068 54.31167  4442.40  7455.38 2.56 2.44  -0.1 -0.464    19.79 21.63 02a57902o0368c        0  18.372727
57902.433611 19.674510      NaN   12    12 c    0   1.23 210.91068 54.31167  4407.27  7512.17 2.61 2.52  -1.8 -0.455    19.67 21.49 02a57902o0389c   524288  19.533487
58020.235926 19.696897      NaN  -21    16 c    0   0.91 210.91068 54.31167  3547.28  3773.12 2.41 2.31 -78.3 -0.409    19.28 20.64 02a58020o0006c 12583168  22.216145
58194.569176 19.841877      NaN    5    12 c    0   1.07 210.91068 54.31167  2267.74  8889.76 2.55 2.35  22.2 -0.453    19.73 21.58 02a58194o0731c        0  19.533487
58194.580281 20.321591      NaN   -4     9 c    0   1.43 210.91068 54.31167  2243.50  8851.41 2.56 2.31  25.0 -0.453    19.75 21.58 02a58194o0749c        0  17.848168
58194.590959 20.009244      NaN  -12    12 c    0   1.13 210.91068 54.31167  2293.36  8923.62 2.63 2.46  14.7 -0.444    19.72 21.58 02a58194o0768c        0  19.533487
58194.602403 20.321591      NaN  -27     9 c    0   1.86 210.91068 54.31167  2303.20  8804.67 2.42 2.21  17.2 -0.466    19.75 21.57 02a58194o0786c        0  17.848168
58196.529228 17.905150      NaN   96    51 c    0   1.11 210.91068 54.31167  4964.03  3706.62 2.58 2.44  19.5 -0.397    17.79 19.73 02a58196o0652c   524288  53.278111
58196.535461 20.103715      NaN   -3    11 c    0   0.85 210.91068 54.31167  4932.70  3670.63 2.45 2.31  46.0 -0.411    19.80 21.89 02a58196o0663c        0  18.935604
58196.543979 17.762888      NaN   11    91 c    0   0.90 210.91068 54.31167  4988.60  3745.84 2.45 2.34  37.8 -0.438    16.95 18.82 02a58196o0680c        0  92.296030
58251.578978 19.841877      NaN  -16    14 c    0   0.83 210.91068 54.31167  4132.38  3785.22 2.73 2.54 -52.9 -0.387    19.50 21.34 02a58251o0733c        0  20.822034
58251.587115 19.631075      NaN   14    12 c    0   1.06 210.91068 54.31167  4131.66  3789.21 2.83 2.62 -51.2 -0.378    19.45 21.26 02a58251o0749c   524288  19.533487
58251.594640 19.868040      NaN    4    12 c    0   1.20 210.91068 54.31167  4120.10  3792.81 2.68 2.55 -50.4 -0.388    19.43 21.20 02a58251o0764c   524288  19.533487
58251.602316 19.674510      NaN    6    14 c    0   1.45 210.91068 54.31167  4130.10  3795.54 3.00 2.79 -53.4 -0.380    19.28 21.09 02a58251o0779c   524288  20.822034
58252.572007 19.766969      NaN    5    13 c    0   1.11 210.91068 54.31167  4131.85  3781.34 2.58 2.45 -49.9 -0.394    19.44 21.13 02a58252o0684c        0  20.163261
58252.582264 19.841877      NaN   -1    14 c    0   1.19 210.91068 54.31167  4130.88  3786.58 2.51 2.40 -48.6 -0.402    19.46 21.08 02a58252o0703c   524288  20.822034
58252.589663 19.510313      NaN   17    13 c    0   1.13 210.91068 54.31167  4119.12  3789.89 2.54 2.45 -46.8 -0.398    19.40 21.05 02a58252o0718c        0  20.163261
58252.598499 19.766969      NaN    8    12 c    0   1.21 210.91068 54.31167  4130.25  3792.93 2.49 2.40 -53.0 -0.398    19.37 20.99 02a58252o0735c        0  19.533487
58256.417856 17.866751      NaN   39    73 c    0   0.38 210.91068 54.31167  3201.57  5378.41 2.37 2.34 -15.6 -0.425    19.82 21.77 02a58256o0256c        0  74.609363
58256.432475 20.321591      NaN  -19     9 c    0   1.21 210.91068 54.31167  3179.56  5337.94 2.41 2.41  19.4 -0.424    19.76 21.79 02a58256o0287c  4194560  17.848168
58256.449876 19.791368      NaN   10    11 c    0   1.15 210.91068 54.31167  3235.64  5414.04 2.34 2.31  11.1 -0.431    19.80 21.75 02a58256o0324c        0  18.935604
58256.458792 19.766969      NaN   11    11 c    0   1.02 210.91068 54.31167  3259.55  5294.91 2.38 2.30  39.6 -0.425    19.79 21.74 02a58256o0343c   524288  18.935604
58280.393689 20.103715      NaN   -5    11 c    0   0.84 210.91068 54.31167  5365.48  4898.85 2.45 2.41 -69.0 -0.419    19.75 21.71 02a58280o0323c        0  18.935604
58280.407270 20.039830      NaN    1    11 c    0   1.13 210.91068 54.31167  5355.18  4862.74 2.53 2.51  54.1 -0.412    19.67 21.62 02a58280o0352c        0  18.935604
58280.414598 19.922338      NaN  -25    13 c    0   1.13 210.91068 54.31167  5410.52  4936.53 2.44 2.41  53.9 -0.422    19.45 21.31 02a58280o0368c        0  20.163261
58280.424534 19.950541      NaN    4    11 c    0   0.89 210.91068 54.31167  5421.68  4824.19 2.42 2.38  53.4 -0.418    19.72 21.59 02a58280o0389c        0  18.935604
58284.387122 19.631075      NaN   11    13 c    0   1.04 210.91068 54.31167  2838.63  5649.72 2.36 2.30   0.6 -0.420    19.59 21.41 02a58284o0307c        0  20.163261
58284.391741 19.894850      NaN    9    10 c    0   1.23 210.91068 54.31167  2813.08  5611.17 2.35 2.28   3.9 -0.422    19.62 21.46 02a58284o0317c        0  18.372727
58284.403480 19.696897      NaN   11    12 c    0   1.16 210.91068 54.31167  2871.60  5688.69 2.40 2.34  20.5 -0.428    19.67 21.53 02a58284o0342c        0  19.533487
58284.411716 20.207197      NaN  -33    10 c    0   0.96 210.91068 54.31167  2892.92  5568.10 2.44 2.38  21.8 -0.431    19.70 21.54 02a58284o0360c        0  18.372727
58308.365311 20.009244      NaN    8     9 c    0   1.11 210.91068 54.31167  5577.15  3919.05 2.75 2.47 -51.1 -0.410    19.67 21.59 02a58308o0015c  4194560  17.848168
58308.374538 19.894850      NaN    3    12 c    0   0.92 210.91068 54.31167  5598.58  3800.55 2.67 2.48 -52.0 -0.409    19.64 21.54 02a58308o0035c     8192  19.533487
58312.333401 19.868040      NaN    7    11 c    0   1.04 210.91068 54.31167  5128.09  3957.83 2.52 2.35 -53.7 -0.416    19.75 21.63 02a58312o0193c        0  18.935604
58312.339561 19.816329      NaN    9    11 c    0   1.17 210.91068 54.31167  5102.89  3917.49 2.69 2.43 -54.7 -0.407    19.71 21.63 02a58312o0206c        0  18.935604
58312.349040 20.103715      NaN   -9    11 c    0   1.06 210.91068 54.31167  5160.26  3994.16 2.58 2.48 -50.8 -0.410    19.67 21.61 02a58312o0226c        0  18.935604
58312.361108 19.510313      NaN   23    11 c    0   1.06 210.91068 54.31167  5182.48  3876.74 2.53 2.47 -50.0 -0.408    19.68 21.58 02a58312o0252c        0  18.935604
58316.328042 19.766969      NaN   -2    15 c    0   0.93 210.91068 54.31167  3267.29  3438.03 3.09 2.96 -61.9 -0.381    19.36 21.19 02a58316o0183c   524288  21.507141
58316.337992 19.841877      NaN  -14    14 c    0   1.02 210.91068 54.31167  3256.29  3396.99 3.05 3.00  68.6 -0.366    19.34 21.27 02a58316o0204c   524288  20.822034
58316.346903 19.766969      NaN    2    14 c    0   0.83 210.91068 54.31167  3311.85  3472.41 2.82 2.80  35.1 -0.378    19.44 21.34 02a58316o0223c        0  20.822034
58316.359453 19.922338      NaN   -3    13 c    0   1.40 210.91068 54.31167  3333.88  3354.99 3.39 3.33 -52.6 -0.357    19.31 21.41 02a58316o0250c   524288  20.163261
58344.281357 20.103715      NaN  -21    11 c    0   1.56 210.91068 54.31167  3986.79  2682.40 2.61 2.40 -55.1 -0.387    19.46 21.13 02a58344o0108c        0  18.935604
58344.290487 19.743105      NaN    3    14 c    0   0.78 210.91068 54.31167  3975.68  2643.13 2.74 2.55 -63.1 -0.394    19.41 21.10 02a58344o0127c   524288  20.822034
58344.299671 19.696897      NaN   -4    16 c    0   0.94 210.91068 54.31167  4032.01  2719.07 2.67 2.48 -55.5 -0.385    19.08 20.79 02a58344o0146c        0  22.216145
58344.308612 19.841877      NaN    5    12 c    0   1.30 210.91068 54.31167  4053.68  2596.86 2.62 2.50 -52.0 -0.392    19.43 21.14 02a58344o0165c        0  19.533487
58376.224249 19.212347      NaN   -9    25 c    0   0.88 210.91068 54.31167  5670.07  2171.77 2.62 2.39 -58.5 -0.397    18.75 19.69 02a58376o0028c   524288  29.369323
58376.230043 19.631075      NaN   -1    17 c    0   1.28 210.91068 54.31167  5658.40  2131.92 2.56 2.41 -64.0 -0.391    18.99 20.12 02a58376o0040c        0  22.946832
58376.238331 19.038793      NaN   39    16 c    0   1.68 210.91068 54.31167  5713.30  2234.33 2.68 2.50 -61.1 -0.388    19.11 20.35 02a58376o0057c  4195840  22.216145
58376.247461 19.241693      NaN   12    20 c    0   0.80 210.91068 54.31167  5736.63  2107.85 2.89 2.78 -67.7 -0.379    19.00 20.36 02a58376o0076c        0  25.249893
58520.663770 19.922338      NaN  -12    13 c    0   1.03 210.91068 54.31167  4404.01  7838.46 2.59 2.36  19.2 -0.464    19.68 21.60 02a58520o0274c     8192  20.163261
58520.673685 18.786693      NaN  -14    37 c    0   0.98 210.91068 54.31167  4378.42  7798.65 2.64 2.45  19.8 -0.473    18.45 19.41 02a58520o0295c     8192  40.081880
58576.556729 20.009244      NaN  -17    12 c    0   1.28 210.91068 54.31167  7710.40   102.47 2.48 2.09 -59.9 -0.404    19.78 21.80 02a58576o0718c   524288  19.533487
58576.558102 20.009244      NaN    0    10 c    0   1.22 210.91068 54.31167  7977.28  9839.72 2.67 2.50 -64.6 -0.402    19.80 21.82 02a58576o0721c        0  18.372727
58576.570795 19.894850      NaN    1    11 c    0   1.25 210.91068 54.31167  7952.91  9798.65 2.75 2.52 -54.4 -0.415    19.76 21.80 02a58576o0748c        0  18.935604
58576.571708 19.436675      NaN   13    14 c    0   1.34 210.91068 54.31167  7687.12    60.79 2.55 2.17 -54.5 -0.394    19.74 21.77 02a58576o0750c        0  20.822034
58576.577207 19.529530      NaN    5    15 c    0   0.80 210.91068 54.31167  7752.62   140.62 2.57 2.18 -55.4 -0.421    19.76 21.75 02a58576o0762c        0  21.507141
58576.578589 20.171596      NaN   -5    10 c    0   1.57 210.91068 54.31167  8008.03  9879.39 2.83 2.48 -54.2 -0.409    19.73 21.78 02a58576o0765c        0  18.372727
58576.591620 19.841877      NaN   -3    13 c    0   0.89 210.91068 54.31167  8028.60  9762.19 2.90 2.51 -53.5 -0.401    19.67 21.74 02a58576o0792c        0  20.163261
58580.533459 19.922338      NaN    3    10 c    0   1.25 210.91068 54.31167  7589.35  7876.57 2.64 2.49  45.0 -0.407    19.60 21.43 02a58580o0667c   524288  18.372727
58580.553444 19.922338      NaN    0    11 c    0   1.14 210.91068 54.31167  7622.29  7914.77 2.56 2.54  81.5 -0.405    19.66 21.40 02a58580o0709c        0  18.935604
58580.565220 20.009244      NaN  -10    12 c    0   0.97 210.91068 54.31167  7643.40  7796.99 2.60 2.53  67.7 -0.409    19.59 21.37 02a58580o0734c        0  19.533487
58604.470220 20.039830      NaN    2     9 c    0   1.34 210.91068 54.31167  7315.57  3996.17 2.38 2.30  44.7 -0.399    19.60 21.61 02a58604o0438c        0  17.848168
58604.485174 19.894850      NaN    4    10 c    0   1.24 210.91068 54.31167  7292.45  3956.90 2.37 2.30 -64.7 -0.409    19.59 21.62 02a58604o0470c        0  18.372727
58604.494705 19.510313      NaN   12    13 c    0   0.85 210.91068 54.31167  7346.17  4031.92 2.41 2.38  49.1 -0.404    19.60 21.58 02a58604o0490c        0  20.163261
58604.501777 19.868040      NaN   -1    12 c    0   0.77 210.91068 54.31167  7368.64  3918.30 2.48 2.38 -61.5 -0.399    19.53 21.55 02a58604o0505c        0  19.533487
58612.399959 19.816329      NaN    4    11 c    0   0.99 210.91068 54.31167  9085.15  6892.04 2.56 2.46  58.7 -0.421    19.76 21.60 02a58612o0365c        0  18.935604
58612.401822 19.743105      NaN    4    12 c    0   1.09 210.91068 54.31167  9065.46  6852.31 2.56 2.46  57.5 -0.405    19.79 21.60 02a58612o0369c        0  19.533487
58612.407474 19.674510      NaN    7    12 c    0   1.08 210.91068 54.31167  9121.64  6932.03 2.57 2.48  79.5 -0.419    19.76 21.61 02a58612o0381c        0  19.533487
58612.432540 19.569016      NaN   12    12 c    0   1.02 210.91068 54.31167  9131.27  6814.52 2.59 2.47  47.9 -0.462    19.78 21.63 02a58612o0433c        0  19.533487
58636.335628 19.766969      NaN    9    10 c    0   1.41 210.91068 54.31167  1824.14  7480.61 2.48 2.37 -15.9 -0.429    19.71 21.76 02a58636o0227c        0  18.372727
58636.341238 20.103715      NaN  -13    11 c    0   0.94 210.91068 54.31167  8755.14  3051.35 2.37 2.27 -63.8 -0.422    19.80 21.76 02a58636o0239c        0  18.935604
58636.347261 20.103715      NaN  -10    11 c    0   0.73 210.91068 54.31167  8819.27  3140.78 2.44 2.24 -62.3 -0.410    19.80 21.77 02a58636o0252c        0  18.935604
58636.365477 19.868040      NaN    2    11 c    0   0.84 210.91068 54.31167  8833.68  3021.27 2.46 2.25 -63.6 -0.413    19.75 21.70 02a58636o0291c        0  18.935604
58664.300439 20.207197      NaN  -20    10 c    0   1.34 210.91068 54.31167  2496.01  1209.74 2.38 2.29 -65.4 -0.433    19.78 21.60 02a58664o0137c   524288  18.372727
58664.303183 20.103715      NaN  -14    11 c    0   0.97 210.91068 54.31167  2474.99  1170.84 2.42 2.27 -59.8 -0.420    19.81 21.61 02a58664o0143c        0  18.935604
58664.308728 19.529530      NaN   20    10 c    0   1.42 210.91068 54.31167  2532.65  1244.56 2.35 2.28 -78.0 -0.405    19.80 21.64 02a58664o0155c        0  18.372727
58664.318819 20.071303      NaN   -5    11 c    0   0.79 210.91068 54.31167  2553.23  1126.56 2.35 2.23 -75.2 -0.431    19.82 21.68 02a58664o0177c        0  18.935604
58668.360430 20.207197      NaN  -22    10 c    0   1.23 210.91068 54.31167  6974.42  4779.81 2.58 2.30  40.7 -0.393    19.70 21.53 02a58668o0259c        0  18.372727
58668.363476 19.841877      NaN  -20    14 c    0   1.23 210.91068 54.31167  6954.80  4739.58 2.61 2.25  40.7 -0.575    19.74 21.50 02a58668o0265c        0  20.822034
58668.370013 19.841877      NaN    3    11 c    0   1.40 210.91068 54.31167  7010.19  4815.87 2.68 2.25  39.4 -0.390    19.70 21.46 02a58668o0279c        0  18.935604
58668.381748 20.009244      NaN   -6    12 c    0   0.98 210.91068 54.31167  7029.44  4697.66 2.56 2.27  38.1 -0.388    19.72 21.46 02a58668o0304c        0  19.533487
58692.299708 20.207197      NaN   -7    10 c    0   1.01 210.91068 54.31167  8880.01  5224.17 2.65 2.49  41.4 -0.392    19.68 21.66 02a58692o0140c        0  18.372727
58692.302589 20.071303      NaN   -2    10 c    0   1.52 210.91068 54.31167  8859.80  5184.11 2.64 2.45  38.1 -0.389    19.70 21.66 02a58692o0146c        0  18.372727
58692.308687 20.103715      NaN  -10    11 c    0   1.17 210.91068 54.31167  8915.42  5263.65 2.53 2.46  53.5 -0.394    19.67 21.63 02a58692o0157c        0  18.935604
58692.318540 19.894850      NaN   -2    12 c    0   1.02 210.91068 54.31167  8933.96  5147.22 2.56 2.44  41.4 -0.392    19.70 21.60 02a58692o0178c        0  19.533487
58696.259275 19.743105      NaN    7    11 c    0   1.16 210.91068 54.31167  8886.46  5227.32 2.77 2.47 -64.3 -0.398    19.61 21.39 02a58696o0060c        0  18.935604
58696.263160 19.894850      NaN   -2    12 c    0   1.11 210.91068 54.31167  8865.60  5186.90 2.89 2.48 -64.6 -0.397    19.64 21.51 02a58696o0068c        0  19.533487
58696.268990 19.950541      NaN    2    10 c    0   1.39 210.91068 54.31167  8922.43  5266.94 2.87 2.52 -64.1 -0.401    19.66 21.57 02a58696o0080c        0  18.372727
58696.279054 19.766969      NaN    0    13 c    0   0.81 210.91068 54.31167  8938.37  5157.31 2.99 2.56 -63.8 -0.397    19.61 21.57 02a58696o0101c        0  20.163261
58700.300639 19.287255      NaN   22    14 c    0   0.85 210.91068 54.31167  3343.80  7098.89 2.45 2.42   6.5 -0.386    19.55 21.20 02a58700o0151c        0  20.822034
58700.303953 20.009244      NaN  -17    12 c    0   1.10 210.91068 54.31167  3325.09  7058.87 2.38 2.34  -1.3 -0.391    19.59 21.19 02a58700o0158c        0  19.533487
58700.310446 20.009244      NaN   -8    12 c    0   1.10 210.91068 54.31167  3381.15  7136.88 2.47 2.37  26.3 -0.380    19.54 21.19 02a58700o0172c        0  19.533487
58700.320640 19.609992      NaN   10    12 c    0   1.37 210.91068 54.31167  3400.87  7017.94 2.44 2.40  -0.6 -0.390    19.55 21.17 02a58700o0194c        0  19.533487
58708.299948 18.382935      NaN   35    40 c    0   0.98 210.91068 54.31167  4766.72  3208.82 2.87 2.31  41.6 -0.386    18.22 19.07 02a58708o0161c   524288  42.866737
58708.302750 18.615142      NaN    1    41 c    0   1.04 210.91068 54.31167  4745.67  3170.17 2.82 2.29  42.4 -0.398    18.06 18.90 02a58708o0167c        0  43.801337
58708.309789 18.298627      NaN   33    45 c    0   1.01 210.91068 54.31167  4805.53  3249.18 2.95 2.35  42.2 -0.375    17.75 18.71 02a58708o0182c        0  47.566344
58708.319771 18.675237      NaN  -68    41 c    0   0.85 210.91068 54.31167  4826.92  3130.62 2.72 2.33  39.5 -0.400    18.16 18.98 02a58708o0203c        0  43.801337
58724.254212 19.549093      NaN   13    12 c    0   1.57 210.91068 54.31167  5038.30  4851.40 2.75 2.32  34.2 -0.404    19.58 21.32 02a58724o0081c        0  19.533487
58724.257423 19.491430      NaN   16    12 c    0   1.40 210.91068 54.31167  5019.80  4813.15 2.64 2.29  38.4 -0.401    19.54 21.31 02a58724o0088c        0  19.533487
58724.263511 19.743105      NaN   -2    14 c    0   0.98 210.91068 54.31167  5074.94  4889.00 2.76 2.32  36.7 -0.393    19.50 21.30 02a58724o0101c        0  20.822034
58724.275107 20.009244      NaN  -20    12 c    0   1.20 210.91068 54.31167  5095.76  4775.33 2.72 2.32  36.3 -0.394    19.49 21.25 02a58724o0126c        0  19.533487
58872.552407 19.791368      NaN    2    12 c    0   0.77 210.91068 54.31167  3595.02  5794.34 2.53 2.32  43.9 -0.392    19.85 22.00 02a58872o0760c        0  19.533487
58872.555279 20.103715      NaN  -28    11 c    0   1.22 210.91068 54.31167  3617.08  5832.16 2.36 2.33 -56.5 -0.411    19.81 21.99 02a58872o0766c        0  18.935604
58872.561131 20.207197      NaN   -9    10 c    0   0.88 210.91068 54.31167  3559.58  5752.99 2.35 2.31 -49.3 -0.410    19.84 21.99 02a58872o0778c  4194560  18.372727
58872.571799 19.922338      NaN    0    11 c    0   0.86 210.91068 54.31167  3529.01  5873.49 2.52 2.31  40.8 -0.393    19.84 22.02 02a58872o0799c        0  18.935604
58876.651589 20.009244      NaN  -16    12 c    0   1.21 210.91068 54.31167  1955.58  9640.91 2.41 2.33 -38.1 -0.427    19.70 21.82 02a58876o0927c   524288  19.533487
58876.655266 19.569016      NaN    0    16 c    0   1.33 210.91068 54.31167  1974.75  9679.76 2.50 2.37 -43.3 -0.418    19.31 21.31 02a58876o0935c        0  22.216145
58876.662978 19.631075      NaN  -12    17 c    0   0.72 210.91068 54.31167  1917.09  9600.73 2.45 2.31 -39.5 -0.420    19.30 21.14 02a58876o0951c   524288  22.946832
58876.669196 18.836735      NaN   10    30 c    0   0.98 210.91068 54.31167  1896.04  9717.22 2.46 2.31 -35.2 -0.428    18.50 19.82 02a58876o0963c   524288  33.727691
58884.593779 19.979496      NaN    7    10 c    0   1.14 210.91068 54.31167  5083.51  1946.11 2.49 2.27  50.3 -0.395    19.82 21.99 02a58884o0827c        0  18.372727
58884.596741 19.816329      NaN   13    10 c    0   1.18 210.91068 54.31167  5108.25  1981.56 2.44 2.20 -61.4 -0.403    19.85 21.98 02a58884o0833c   524288  18.372727
58884.605408 20.103715      NaN   -1    11 c    0   0.94 210.91068 54.31167  5053.07  1905.17 2.47 2.26 -62.8 -0.402    19.81 21.98 02a58884o0851c        0  18.935604
58884.615927 20.449472      NaN    0     8 c    0   1.73 210.91068 54.31167  5031.45  2023.96 2.43 2.26  52.4 -0.400    19.81 21.99 02a58884o0873c        0  17.365400
58900.591861 19.652575      NaN   14    12 c    0   1.31 210.91068 54.31167  7244.97  3484.81 2.54 2.48  70.9 -0.387    19.55 21.59 02a58900o0772c        0  19.533487
58900.593725 19.510313      NaN   18    13 c    0   0.95 210.91068 54.31167  7266.97  3516.60 2.56 2.43 -67.8 -0.391    19.32 21.32 02a58900o0776c        0  20.163261
58900.597390 19.922338      NaN  -30    13 c    0   1.72 210.91068 54.31167  7208.98  3445.00 2.87 2.78 -67.5 -0.394    19.29 21.41 02a58900o0783c        0  20.163261
58900.608099 19.436675      NaN   22    13 c    0   0.68 210.91068 54.31167  3395.82  7019.52 2.76 2.65 -56.4 -0.386    19.52 21.66 02a58900o0803c        0  20.163261
58932.513609 20.103715      NaN   -4    11 c    0   1.15 210.91068 54.31167  3625.08  8753.74 2.67 2.33 -51.9 -0.412    19.73 21.71 02a58932o0633c   524288  18.935604
58932.516828 19.569016      NaN   18    12 c    0   1.05 210.91068 54.31167  3606.26  8714.34 2.70 2.37 -52.4 -0.412    19.70 21.70 02a58932o0640c        0  19.533487
58932.522331 19.743105      NaN   13    11 c    0   1.48 210.91068 54.31167  3661.03  8790.06 2.66 2.29 -51.7 -0.416    19.71 21.69 02a58932o0652c        0  18.935604
58932.532128 19.631075      NaN   12    13 c    0   1.20 210.91068 54.31167  3679.60  8672.88 2.64 2.33 -52.4 -0.413    19.72 21.67 02a58932o0673c        0  20.163261
58956.480280 20.207197      NaN   -8    10 c    0   1.33 210.91068 54.31167   395.24  1405.31 2.72 2.33 -57.7 -0.410    19.70 21.69 02a58956o0530c        0  18.372727
58956.483493 20.039830      NaN    5    10 c    0   1.08 210.91068 54.31167   374.68  1366.45 2.74 2.36 -59.2 -0.412    19.68 21.70 02a58956o0537c        0  18.372727
58956.489223 20.009244      NaN  -13    12 c    0   0.94 210.91068 54.31167   434.49  1436.07 2.73 2.35 -57.8 -0.413    19.70 21.68 02a58956o0549c        0  19.533487
58956.499532 19.816329      NaN   19     8 c    0   2.12 210.91068 54.31167   454.44  1314.85 2.77 2.39 -59.4 -0.415    19.66 21.63 02a58956o0570c        0  17.365400
58960.425104 20.009244      NaN   -4    12 c    0   1.03 210.91068 54.31167 10192.55  9172.23 2.96 2.81  45.3 -0.373    19.66 21.55 02a58960o0416c        0  19.533487
58960.428590 20.207197      NaN   -3    10 c    0   1.38 210.91068 54.31167   366.62  1370.13 2.56 2.33 -59.1 -0.412    19.70 21.56 02a58960o0423c        0  18.372727
58960.434799 19.950541      NaN    8    10 c    0   1.56 210.91068 54.31167   427.28  1440.71 2.48 2.33 -57.5 -0.416    19.72 21.56 02a58960o0436c        0  18.372727
58960.471580 20.207197      NaN    0    10 c    0   1.24 210.91068 54.31167   452.77  1317.25 2.37 2.29  76.2 -0.421    19.72 21.63 02a58960o0459c        0  18.372727
58964.430982 18.796518      NaN   32    26 c    0   0.90 210.91068 54.31167  7130.19  6912.58 2.52 2.46 -82.1 -0.404    18.74 20.40 02a58964o0427c        0  30.225107
58964.434180 18.286218      NaN   56    40 c    0   1.13 210.91068 54.31167  7111.49  6873.01 2.54 2.51  85.3 -0.397    18.18 19.79 02a58964o0434c        0  42.866737
58964.440185 19.510313      NaN   -2    19 c    0   0.97 210.91068 54.31167  7167.70  6952.47 2.64 2.59 -70.3 -0.392    19.01 20.86 02a58964o0447c   524288  24.465427
58964.475522 20.071303      NaN    4    10 c    0   1.09 210.91068 54.31167  7183.35  6837.12 2.63 2.56  42.2 -0.395    19.59 21.44 02a58964o0523c        0  18.372727
58984.385056 20.449472      NaN  -11     8 c    0   1.74 210.91068 54.31167  1462.62  6789.21 2.37 2.24  11.1 -0.404    19.75 21.72 02a58984o0250c        0  17.365400
58984.388259 20.171596      NaN    1    10 c    0   1.15 210.91068 54.31167  1444.27  6748.47 2.37 2.20 -51.0 -0.415    19.79 21.70 02a58984o0257c        0  18.372727
58984.393747 20.103715      NaN    6     9 c    0   1.46 210.91068 54.31167  1502.05  6825.31 2.38 2.21 -48.3 -0.421    19.78 21.71 02a58984o0269c        0  17.848168
58984.404468 19.922338      NaN   12     9 c    0   1.39 210.91068 54.31167  1527.39  6707.63 2.37 2.20 -45.9 -0.416    19.79 21.73 02a58984o0290c        0  17.848168
58988.407142 20.009244      NaN   -6    12 c    0   0.76 210.91068 54.31167  6729.21  3124.43 2.59 2.29  35.4 -0.390    19.71 21.63 02a58988o0375c        0  19.533487
58988.410344 20.103715      NaN   -5    11 c    0   1.12 210.91068 54.31167  6711.94  3085.79 2.44 2.34  34.9 -0.395    19.73 21.61 02a58988o0382c        0  18.935604
58988.415874 20.207197      NaN  -15    10 c    0   1.37 210.91068 54.31167  6769.61  3162.42 2.44 2.31  38.4 -0.393    19.70 21.59 02a58988o0394c        0  18.372727
58988.427368 20.207197      NaN  -15    10 c    0   1.51 210.91068 54.31167  6794.17  3049.44 2.36 2.34  80.7 -0.396    19.72 21.59 02a58988o0419c        0  18.372727
58992.358373 19.766969      NaN    9    12 c    0   0.77 210.91068 54.31167  6735.59  3131.78 2.63 2.41  33.3 -0.389    19.73 21.75 02a58992o0269c        0  19.533487
58992.361575 19.569016      NaN   21    11 c    0   1.22 210.91068 54.31167  6715.67  3091.91 2.55 2.36  32.6 -0.393    19.72 21.74 02a58992o0276c        0  18.935604
58992.367526 20.207197      NaN   -7    10 c    0   1.13 210.91068 54.31167  6774.12  3169.52 2.59 2.40  31.5 -0.386    19.74 21.75 02a58992o0289c        0  18.372727
58992.401785 20.103715      NaN   -2    11 c    0   0.95 210.91068 54.31167  6790.84  3050.46 2.64 2.38  29.0 -0.384    19.70 21.75 02a58992o0362c        0  18.935604
59011.354173 19.979496      NaN    7    10 c    0   1.33 210.91068 54.31167  9037.25  6887.40 3.00 2.95  56.9 -0.382    19.64 21.96 02a59011o0241c        0  18.372727
59011.357398 19.569016      NaN   18    12 c    0   1.12 210.91068 54.31167  9015.74  6841.78 2.93 2.86  55.7 -0.384    19.67 21.95 02a59011o0248c   524288  19.533487
59011.363858 20.009244      NaN  -12    12 c    0   1.01 210.91068 54.31167  9072.38  6922.90 2.94 2.90  48.9 -0.385    19.68 21.95 02a59011o0262c        0  19.533487
59011.384568 19.674510      NaN    7    14 c    0   1.14 210.91068 54.31167  9084.21  6804.31 3.91 3.56  31.1 -0.330    19.44 21.95 02a59011o0306c   524288  20.822034
59015.333919 20.071303      NaN    4    10 c    0   1.10 210.91068 54.31167  9036.41  6881.91 2.65 2.57  58.0 -0.399    19.78 21.91 02a59015o0200c        0  18.372727
59015.337583 19.868040      NaN    8    11 c    0   0.92 210.91068 54.31167  9017.61  6841.03 2.63 2.55  63.9 -0.398    19.79 21.90 02a59015o0208c        0  18.935604
59015.343104 20.103715      NaN  -14    11 c    0   1.10 210.91068 54.31167  9071.37  6921.92 2.76 2.45  36.0 -0.390    19.78 21.90 02a59015o0220c        0  18.935604
59015.354141 20.321591      NaN   -3     9 c    0   1.66 210.91068 54.31167  9090.46  6807.33 2.69 2.59  67.9 -0.396    19.76 21.87 02a59015o0244c        0  17.848168
