         MJD         m       dm      uJy    duJy   F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN    Mask
57233.262703 18.174913      NaN      8.0    65.0   o  0.0   0.95 210.92564 54.30806  2812.05  8511.35 3.57 3.45 -66.1 -0.436    18.44 19.38 02a57233o0013o  0.000000    8192
57233.282702 17.972330      NaN     36.0    69.0   o  0.0   0.95 210.92564 54.30806  2797.79  8519.99 3.53 3.35 -63.5 -0.452    18.41 19.29 02a57233o0029o  0.405797    True
57365.645360 19.014394      NaN    -15.0    30.0   o  0.0   0.90 210.92564 54.30806  7609.43  2257.35 4.37 3.89   4.7 -0.435    18.89 20.47 02a57365o0696o -0.766667    8192
57365.663252 18.356290      NaN   -114.0    55.0   o  0.0   1.21 210.92564 54.30806  7353.63  1687.67 4.13 3.57   3.6 -0.484    18.19 18.98 02a57365o0723o -2.218182    8192
57386.594331 18.878500      NaN    -24.0    34.0   o  0.0   0.90 210.92564 54.30806  7607.23  2253.65 3.85 3.33  11.0 -0.515    18.84 20.09 02a57386o0639o -0.941176   False
57386.602983 18.944322      NaN      3.0    32.0   o  0.0   1.10 210.92564 54.30806  7336.75  1678.92 4.12 3.41   6.3 -0.512    18.83 20.09 02a57386o0653o -0.156250   False
57386.614803 19.014394      NaN    -48.0    30.0   o  0.0   1.05 210.92564 54.30806  8169.62  2822.38 3.84 3.55  22.2 -0.476    18.88 20.21 02a57386o0669o -1.866667   False
57386.624437 18.311179      NaN     69.0    37.0   o  0.0   0.87 210.92564 54.30806  8452.45  1059.32 4.33 3.39  13.5 -0.526    18.93 20.24 02a57386o0683o  1.648649    True
57387.583683 19.051202      NaN    -20.0    29.0   o  0.0   1.13 210.92564 54.30806  7610.15  2251.58 3.69 3.44   7.1 -0.483    18.92 19.99 02a57387o0634o -0.965517    True
57387.591656 18.542463      NaN     63.0    28.0   o  0.0   1.11 210.92564 54.30806  7339.77  1675.45 3.91 3.43   2.4 -0.498    18.95 20.02 02a57387o0647o  1.964286    True
57387.605357 18.857417      NaN     10.0    34.0   o  0.0   1.09 210.92564 54.30806  8170.77  2818.03 3.58 3.45  29.6 -0.475    18.97 20.08 02a57387o0661o  0.058824    8192
57387.612122 18.786693      NaN      0.0    37.0   o  0.0   1.06 210.92564 54.30806  8453.70  1053.72 4.02 3.42  10.1 -0.517    19.01 20.11 02a57387o0672o -0.216216    8192
57409.597826 18.208845      NaN    -72.0    63.0   o  0.0   0.76 210.92564 54.30806  8189.81  1671.81 3.87 3.50  12.6 -0.489    18.59 19.61 02a57409o0642o -1.269841    True
57409.623123 18.526952      NaN      3.0    47.0   o  0.0   0.94 210.92564 54.30806  8478.12  2255.86 3.53 3.41  33.5 -0.505    18.69 19.72 02a57409o0679o -0.106383   False
57409.630689 18.944322      NaN     -8.0    32.0   o  0.0   1.18 210.92564 54.30806  7645.68  1115.52 3.81 3.36   5.1 -0.513    18.73 19.78 02a57409o0690o -0.500000   False
57409.635100 19.115465      NaN      9.0    27.0   o  0.0   1.00 210.92564 54.30806  7337.32  2880.16 3.50 3.41  26.1 -0.458    18.75 19.82 02a57409o0697o  0.037037   False
57414.610678 18.847027      NaN    -36.0    35.0   o  0.0   0.86 210.92564 54.30806  8116.42  1939.21 3.86 3.44  12.0 -0.492    18.77 19.88 02a57414o0661o -1.257143   False
57414.627553 18.910912      NaN     -6.0    33.0   o  0.0   0.82 210.92564 54.30806  8404.05  2518.43 3.68 3.48  24.4 -0.478    18.77 19.88 02a57414o0687o -0.424242   False
57414.645156 18.944322      NaN    -14.0    32.0   o  0.0   0.81 210.92564 54.30806  7270.80  3139.57 3.51 3.40  21.6 -0.458    18.78 19.88 02a57414o0714o -0.687500   False
57414.661382 19.128787      NaN    -56.0    27.0   o  0.0   1.29 210.92564 54.30806  7343.41  2891.18 3.54 3.35  19.0 -0.468    18.77 19.85 02a57414o0740o -2.370370   False
57418.601312 19.212347      NaN     -6.0    25.0   o  0.0   0.89 210.92564 54.30806  8285.54  1961.22 3.77 3.48  15.0 -0.480    19.19 20.72 02a57418o0642o -0.560000    True
57418.622559 19.256669      NaN    -30.0    24.0   o  0.0   1.01 210.92564 54.30806  8565.88  2538.03 3.76 3.63  38.5 -0.450    19.14 20.72 02a57418o0674o -1.583333    True
57418.640915 18.847027      NaN     47.0    22.0   o  0.0   0.92 210.92564 54.30806  7450.34  3162.51 3.55 3.48  27.0 -0.437    19.18 20.73 02a57418o0701o  1.772727    8192
57418.657638 19.302877      NaN     -6.0    23.0   o  0.0   0.88 210.92564 54.30806  7353.52  2897.19 3.90 3.75  19.2 -0.420    19.06 20.63 02a57418o0727o -0.608696    True
57419.602717 19.212347      NaN     -4.0    25.0   o  0.0   0.89 210.92564 54.30806  7980.70  1405.53 4.12 3.58   7.3 -0.478    19.30 21.02 02a57419o0615o -0.480000    True
57419.622718 19.401649      NaN     -4.0    21.0   o  0.0   1.04 210.92564 54.30806  8261.80  1988.60 3.84 3.51  16.0 -0.480    19.33 21.02 02a57419o0644o -0.571429    8192
57419.638318 19.510313      NaN    -28.0    19.0   o  0.0   1.03 210.92564 54.30806  7137.92  2604.69 3.78 3.54  10.3 -0.445    19.30 21.20 02a57419o0668o -1.894737    8192
57419.655984 19.334813      NaN     12.0    21.0   o  0.0   0.85 210.92564 54.30806  7356.62  2893.65 3.78 3.61  14.5 -0.433    19.30 21.01 02a57419o0695o  0.190476    True
57440.518111 17.986280      NaN     90.0    50.0   o  0.0   1.03 210.92564 54.30806  8361.73  1390.02 4.29 3.46  13.4 -0.540    18.27 18.98 02a57440o0547o  1.640000    True
57440.529939 18.396507      NaN     -5.0    53.0   o  0.0   0.96 210.92564 54.30806  8647.78  1967.10 3.98 3.44  22.0 -0.545    18.27 18.97 02a57440o0569o -0.245283   False
57440.551953 18.598565      NaN    -51.0    44.0   o  0.0   1.10 210.92564 54.30806  7516.57  2599.86 3.88 3.45  13.0 -0.498    18.29 19.00 02a57440o0611o -1.340909   False
57440.562821 18.459772      NaN    -33.0    50.0   o  0.0   0.86 210.92564 54.30806  7304.95  2880.89 3.77 3.43  11.8 -0.496    18.30 19.02 02a57440o0632o -0.820000   False
