         MJD         m       dm     uJy    duJy   F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN    Mask
57233.262703 17.900816      NaN    79.0    56.0   o  0.0   1.46 210.92213 54.30499  2815.87  8505.24 3.57 3.45 -66.2 -0.436    18.44 19.38 02a57233o0013o  1.482143    8192
57233.282702 18.039019      NaN    10.0    69.0   o  0.0   1.00 210.92213 54.30499  2801.61  8513.88 3.53 3.35 -63.5 -0.452    18.41 19.29 02a57233o0029o  0.202899    True
57365.645360 19.014394      NaN     5.0    27.0   o  0.0   1.29 210.92213 54.30499  7605.60  2263.44 4.37 3.89   4.7 -0.435    18.89 20.47 02a57365o0696o  0.333333    8192
57365.663252 18.459772      NaN   -44.0    50.0   o  0.0   1.47 210.92213 54.30499  7349.78  1693.76 4.13 3.57   3.6 -0.483    18.19 18.98 02a57365o0723o -0.800000    8192
57386.594331 18.711133      NaN    13.0    34.0   o  0.0   0.91 210.92213 54.30499  7603.40  2259.74 3.85 3.33  11.0 -0.515    18.84 20.09 02a57386o0639o  0.500000   False
57386.602983 18.550302      NaN    38.0    32.0   o  0.0   0.97 210.92213 54.30499  7332.90  1685.01 4.11 3.41   6.3 -0.512    18.83 20.09 02a57386o0653o  1.312500   False
57386.614803 18.631975      NaN    34.0    30.0   o  0.0   1.09 210.92213 54.30499  8165.83  2828.49 3.84 3.55  22.2 -0.476    18.88 20.21 02a57386o0669o  1.266667   False
57386.624437 18.816441      NaN   -57.0    36.0   o  0.0   0.86 210.92213 54.30499  8448.65  1065.50 4.33 3.39  13.5 -0.526    18.93 20.24 02a57386o0683o -1.472222    True
57387.583683 19.076453      NaN     0.0    27.0   o  0.0   1.29 210.92213 54.30499  7606.32  2257.67 3.69 3.44   7.1 -0.483    18.92 19.99 02a57387o0634o  0.148148    True
57387.591656 19.128787      NaN   -44.0    27.0   o  0.0   1.01 210.92213 54.30499  7335.92  1681.54 3.90 3.43   2.3 -0.497    18.95 20.02 02a57387o0647o -1.481481    True
57387.605357 18.542463      NaN    21.0    38.0   o  0.0   0.84 210.92213 54.30499  8166.98  2824.14 3.58 3.45  29.8 -0.475    18.97 20.08 02a57387o0661o  0.657895    8192
57387.612122 18.640491      NaN     9.0    38.0   o  0.0   1.00 210.92213 54.30499  8449.89  1059.91 4.02 3.42  10.1 -0.517    19.01 20.11 02a57387o0672o  0.342105    8192
57409.597826 17.922662      NaN    80.0    54.0   o  0.0   1.00 210.92213 54.30499  8185.99  1677.95 3.87 3.50  12.6 -0.488    18.59 19.61 02a57409o0642o  1.555556    True
57409.623123 18.623526      NaN   -43.0    43.0   o  0.0   1.20 210.92213 54.30499  8474.33  2262.00 3.53 3.41  33.6 -0.505    18.69 19.72 02a57409o0679o -0.906977   False
57409.630689 18.796518      NaN     4.0    34.0   o  0.0   1.05 210.92213 54.30499  7641.83  1121.65 3.81 3.36   5.1 -0.513    18.73 19.78 02a57409o0690o  0.235294   False
57409.635100 18.878500      NaN    14.0    28.0   o  0.0   1.01 210.92213 54.30499  7333.47  2886.21 3.49 3.41  26.3 -0.458    18.75 19.82 02a57409o0697o  0.642857   False
