         MJD         m       dm  uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN    Mask
57396.587948 19.510313      NaN  -26    19 c    0   0.82 210.92213 54.30499  7763.67  2269.23 3.99 3.60   8.0 -0.427    19.59 21.57 02a57396o0607c -1.421053 8388609
57396.598947 19.510313      NaN  -11    19 c    0   1.13 210.92213 54.30499  7477.27  1696.33 4.09 3.60   5.2 -0.444    19.60 21.58 02a57396o0625c -0.631579 8388609
57396.614233 18.598565      NaN   19    38 c    0   0.97 210.92213 54.30499  8291.00  2840.15 3.80 3.60  20.7 -0.418    19.60 21.56 02a57396o0650c  0.473684 8388609
57396.627717 18.208845      NaN   61    43 c    0   0.98 210.92213 54.30499  8553.50  1078.84 4.32 3.66  11.2 -0.431    19.59 21.57 02a57396o0672c  1.395349 8388609
57424.598946 19.510313      NaN   -2    19 c    0   0.95 210.92213 54.30499  8262.29  1595.05 4.32 3.76  10.4 -0.440    19.70 21.79 02a57424o0633c -0.157895    True
57424.604067 19.652575      NaN    3    16 c    0   1.18 210.92213 54.30499  8526.30  2165.05 4.25 3.83  15.4 -0.423    19.68 21.79 02a57424o0641c  0.125000    8192
57424.621336 19.631075      NaN  -14    17 c    0   0.85 210.92213 54.30499  7370.79  2782.82 4.01 3.71  10.0 -0.415    19.70 21.79 02a57424o0667c -0.882353    True
57424.633626 19.631075      NaN  -26    17 c    0   0.89 210.92213 54.30499  7293.72  2876.67 3.96 3.67  11.6 -0.417    19.70 21.79 02a57424o0685c -1.588235    8192
57448.521048 18.590371      NaN   62    24 c    0   0.84 210.92213 54.30499  7928.86  1785.99 3.99 3.65  15.2 -0.449    19.26 20.81 02a57448o0458c  2.541667   False
57448.543577 19.271854      NaN    3    23 c    0   0.87 210.92213 54.30499  8220.86  2366.23 3.94 3.73  23.6 -0.440    19.21 20.77 02a57448o0497c  0.086957    True
57448.565924 19.241693      NaN    8    22 c    0   1.02 210.92213 54.30499  7079.91  2988.59 4.37 3.91  -1.1 -0.388    19.09 20.75 02a57448o0536c  0.318182   False
57448.596475 19.256669      NaN   10    21 c    0   1.09 210.92213 54.30499  3348.19  7809.54 3.87 3.61 -70.3 -0.421    19.20 20.80 02a57448o0592c  0.428571   False
57449.515332 19.226921      NaN   12    21 c    0   0.99 210.92213 54.30499  8165.63  1736.59 4.04 3.63  15.7 -0.462    19.45 21.19 02a57449o0610c  0.523810   False
57449.538360 19.454622      NaN    4    19 c    0   0.83 210.92213 54.30499  8464.05  2314.36 3.82 3.59  31.0 -0.456    19.42 21.11 02a57449o0650c  0.157895   False
57449.558557 19.529530      NaN    3    18 c    0   1.06 210.92213 54.30499  7323.35  2942.13 3.78 3.62  15.4 -0.427    19.39 21.07 02a57449o0688c  0.111111   False
57449.570520 19.169763      NaN   22    19 c    0   1.06 210.92213 54.30499  7305.21  2881.48 3.75 3.57  18.6 -0.439    19.39 21.06 02a57449o0709c  1.105263   False
57458.509881 19.631075      NaN  -41    17 c    0   0.92 210.92213 54.30499  8248.17  1589.12 4.31 3.77  15.5 -0.446    19.65 21.70 02a57458o0606c -2.470588    True
57458.513259 19.454622      NaN  -27    20 c    0   0.72 210.92213 54.30499  8534.06  2157.79 4.20 3.90  24.1 -0.426    19.61 21.68 02a57458o0613c -1.400000    8192
57458.536888 19.419021      NaN   12    17 c    0   0.81 210.92213 54.30499  7406.86  2783.57 4.11 3.83   2.1 -0.402    19.60 21.68 02a57458o0653c  0.647059    True
57458.567769 19.631075      NaN  -24    17 c    0   1.07 210.92213 54.30499  3344.50  7807.44 3.85 3.61 -72.8 -0.421    19.64 21.68 02a57458o0708c -1.470588    True
57488.426551 19.510313      NaN  -12    19 c    0   1.01 210.92213 54.30499  8380.54  1661.39 4.32 3.81  20.3 -0.477    19.60 21.59 02a57488o0373c -0.684211   False
57488.444090 19.569016      NaN  -22    18 c    0   0.94 210.92213 54.30499  8667.96  2217.76 4.17 3.80  30.0 -0.461    19.60 21.61 02a57488o0405c -1.277778   False
57488.465855 19.549093      NaN    8    16 c    0   1.29 210.92213 54.30499  7545.81  2864.82 4.05 3.72  15.9 -0.447    19.57 21.56 02a57488o0444c  0.437500    True
57488.475297 19.102305      NaN   33    17 c    0   1.01 210.92213 54.30499  3330.53  7799.11 3.99 3.61 -64.9 -0.439    19.55 21.54 02a57488o0460c  1.882353   False
57512.362600 19.271854      NaN   12    20 c    0   0.84 210.92213 54.30499  9568.42  2727.91 4.66 4.15  38.7 -0.436    19.51 21.58 02a57512o0305c  0.550000   False
57512.371077 19.287255      NaN   11    20 c    0   1.11 210.92213 54.30499  9591.33  2764.20 4.57 4.07  40.0 -0.440    19.53 21.60 02a57512o0322c  0.500000    True
57512.373986 19.569016      NaN   -5    18 c    0   1.20 210.92213 54.30499   382.36  2653.03 5.06 3.82 -34.2 -0.413    19.58 21.60 02a57512o0328c -0.333333    True
57512.383392 19.454622      NaN  -21    20 c    0   0.93 210.92213 54.30499   402.21  2690.19 5.10 3.92 -34.0 -0.413    19.54 21.60 02a57512o0347c -1.100000   False
57512.386899 19.631075      NaN  -13    17 c    0   1.16 210.92213 54.30499   972.22  7880.51 4.45 3.81 -58.3 -0.428    19.55 21.63 02a57512o0354c -0.823529    True
