         MJD         m       dm      uJy    duJy   F  err    chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN     Mask
57589.293601 17.433532      NaN    159.0    76.0   o  0.0     0.95 210.92687 54.31167  2837.33  9798.79 3.81 3.56 -47.8 -0.507    18.19 19.03 02a57589o0142o   2.078947     8192
57598.263361 19.256669      NaN    -33.0    24.0   o  0.0     1.18 210.92687 54.31167  3917.57  8875.19 4.11 3.89 -68.4 -0.436    19.08 20.79 02a57598o0056o  -1.416667   524288
57598.273753 19.169763      NaN     -1.0    26.0   o  0.0     0.92 210.92687 54.31167  3893.49  8835.51 4.32 3.97 -67.4 -0.422    19.06 20.87 02a57598o0077o  -0.076923        0
57598.286435 19.212347      NaN    -12.0    25.0   o  0.0     1.02 210.92687 54.31167  3948.25  8911.69 4.27 3.92 -68.9 -0.436    19.06 20.87 02a57598o0103o  -0.520000   524288
57598.302465 19.014394      NaN     -1.0    30.0   o  0.0     1.06 210.92687 54.31167  3971.20  8789.80 4.60 4.18 -71.3 -0.416    18.98 20.86 02a57598o0136o  -0.066667   524288
57598.311407 18.738855      NaN     36.0    27.0   o  0.0     1.22 210.92687 54.31167  3938.20  8850.09 4.57 4.14 -69.4 -0.450    18.96 20.84 02a57598o0154o   1.296296   524288
57613.253769 18.693037      NaN      2.0    40.0   o  0.0     1.01 210.92687 54.31167  2749.12  8672.13 3.66 3.62  54.2 -0.444    18.68 20.28 02a57613o0050o   0.025000   524288
57613.267021 18.757738      NaN    -69.0    38.0   o  0.0     1.08 210.92687 54.31167  1632.26  8676.86 3.77 3.73 -76.2 -0.456    18.65 20.29 02a57613o0075o  -1.842105  4194560
57613.286519 18.249822      NaN     51.0    44.0   o  0.0     0.95 210.92687 54.31167  1683.92  8749.40 3.80 3.68 -55.8 -0.451    18.59 20.15 02a57613o0111o   1.136364   524288
57613.295862 18.675237      NaN    -19.0    41.0   o  0.0     1.02 210.92687 54.31167  1706.02  8628.65 3.71 3.55 -52.9 -0.467    18.58 20.10 02a57613o0129o  -0.487805        0
57613.300693 18.582238      NaN      9.0    42.0   o  0.0     0.84 210.92687 54.31167  1669.96  8688.38 3.62 3.45 -57.4 -0.469    18.58 20.04 02a57613o0138o   0.190476        0
57617.259169 17.640523      NaN     50.0    90.0   o  0.0     1.12 210.92687 54.31167 10249.59  8531.11 4.92 3.21  87.7 -0.485    18.31 19.62 02a57617o0071o   0.544444        0
57617.268637 17.696393      NaN    -36.0   101.0   o  0.0     1.20 210.92687 54.31167 10223.97  8489.34 4.95 3.22  87.6 -0.494    18.29 19.58 02a57617o0089o  -0.366337        0
57617.277966 17.774377      NaN   -159.0    94.0   o  0.0     0.98 210.92687 54.31167  1045.45  8439.05 4.05 3.29 -57.2 -0.518    18.16 19.35 02a57617o0107o  -1.702128        0
57617.285399 17.500233      NaN     52.0   104.0   o  0.0     1.14 210.92687 54.31167 10279.25  8569.68 5.17 3.22  87.8 -0.478    18.23 19.49 02a57617o0121o   0.490385        0
57617.296271 17.555452      NaN    -75.0   115.0   o  0.0     1.17 210.92687 54.31167 10300.13  8452.66 5.22 3.26  86.9 -0.449    18.20 19.42 02a57617o0142o  -0.660870        0
57617.300548 17.488335      NaN     29.0   113.0   o  0.0     1.03 210.92687 54.31167 10253.68  8507.36 5.27 3.28  89.7 -0.512    18.18 19.42 02a57617o0150o   0.247788        0
57620.277061 17.571303      NaN    101.0    80.0   o  0.0     0.68 210.92687 54.31167 10443.57  9012.84 4.76 3.43  86.0 -0.511    18.50 19.93 02a57620o0085o   1.250000  4194560
57620.286887 18.174913      NaN     -7.0    65.0   o  0.0     1.40 210.92687 54.31167 10416.76  8973.00 4.91 3.51  85.3 -0.518    18.39 19.81 02a57620o0103o  -0.123077     8192
57620.299398 16.010901      NaN    298.0   378.0   o  0.0     0.13 210.92687 54.31167 10471.66  9055.30 5.15 3.64  87.0 -0.503    18.30 19.68 02a57620o0127o   0.785714  4196354
57762.575567 19.351140      NaN    -24.0    22.0   o  0.0     1.22 210.92687 54.31167  6067.06  2441.51 3.59 3.51 -75.9 -0.429    18.96 20.19 02a57762o0748o  -1.136364   524288
57762.587569 18.816441      NaN     37.0    24.0   o  0.0     1.20 210.92687 54.31167  6087.78  2483.15 3.55 3.41 -81.8 -0.435    19.22 20.65 02a57762o0770o   1.500000   524288
57762.598663 19.026525      NaN     30.0    20.0   o  0.0     1.03 210.92687 54.31167  6032.60  2407.51 3.56 3.44 -76.3 -0.433    19.50 21.20 02a57762o0791o   1.450000   524288
57762.609868 19.155932      NaN     20.0    20.0   o  0.0     0.88 210.92687 54.31167  6008.08  2524.98 3.53 3.41 -83.9 -0.432    19.58 21.35 02a57762o0812o   0.950000        0
57762.621499 19.569016      NaN     -8.0    18.0   o  0.0     0.94 210.92687 54.31167  6052.30  2467.21 3.59 3.46 -83.0 -0.430    19.55 21.33 02a57762o0834o  -0.500000        0
57766.588053 18.504094      NaN     25.0    40.0   o  0.0     1.22 210.92687 54.31167  8286.31  2312.17 3.54 3.20  87.7 -0.479    18.50 19.21 02a57766o0718o   0.600000   524288
57766.600816 18.675237      NaN    -33.0    41.0   o  0.0     0.97 210.92687 54.31167  8297.57  2354.09 3.55 3.16  89.2 -0.479    18.53 19.25 02a57766o0741o  -0.829268   524288
57766.614587 18.757738      NaN      0.0    38.0   o  0.0     1.24 210.92687 54.31167  8242.51  2280.20 3.55 3.25  85.2 -0.471    18.54 19.28 02a57766o0765o  -0.026316   524288
57766.628115 18.298627      NaN     64.0    37.0   o  0.0     1.37 210.92687 54.31167  8227.85  2399.36 3.61 3.29  86.6 -0.468    18.55 19.32 02a57766o0789o   1.702703        0
57766.640067 18.590371      NaN     20.0    38.0   o  0.0     0.97 210.92687 54.31167  8263.00  2341.45 3.59 3.26  86.5 -0.476    18.57 19.35 02a57766o0811o   0.500000   524288
57774.572690 18.796518      NaN     45.0    22.0   o  0.0     1.11 210.92687 54.31167  7921.08  3262.13 3.68 3.41  87.3 -0.423    19.28 20.84 02a57774o0747o   2.000000   524288
57774.585373 19.302877      NaN    -19.0    23.0   o  0.0     0.91 210.92687 54.31167  7943.48  3301.52 3.62 3.31  87.5 -0.433    19.32 20.87 02a57774o0771o  -0.869565        0
57774.598083 19.401649      NaN     -1.0    21.0   o  0.0     0.96 210.92687 54.31167  7888.21  3227.80 3.58 3.29  88.6 -0.439    19.33 20.88 02a57774o0795o  -0.095238        0
57774.610853 19.089302      NaN     22.0    21.0   o  0.0     0.85 210.92687 54.31167  7867.78  3348.93 3.55 3.24  89.8 -0.440    19.34 20.89 02a57774o0819o   1.000000   524288
57774.623493 19.115465      NaN     20.0    21.0   o  0.0     1.13 210.92687 54.31167  7911.65  3289.85 3.56 3.26  86.5 -0.443    19.35 20.90 02a57774o0843o   0.904762        0
57794.512274 18.273950      NaN     20.0    53.0   o  0.0     0.95 210.92687 54.31167  9425.98  1049.34 3.62 3.24  83.3 -0.482    18.37 19.00 02a57794o0591o   0.358491        0
57794.523666 18.304885      NaN     24.0    50.0   o  0.0     0.98 210.92687 54.31167   206.32   968.52 3.98 3.73 -89.3 -0.429    18.35 19.00 02a57794o0611o   0.460000        0
57794.525313 18.459772      NaN    -49.0    50.0   o  0.0     1.26 210.92687 54.31167  9436.40  1089.38 3.68 3.32  82.1 -0.491    18.34 19.00 02a57794o0614o  -1.000000        0
57794.536683 18.280067      NaN    -77.0    59.0   o  0.0     0.99 210.92687 54.31167   228.49  1010.07 3.94 3.66  88.3 -0.442    18.20 18.84 02a57794o0634o  -1.322034        0
57794.538476 16.958247      NaN      5.0   198.0   o  0.0     1.19 210.92687 54.31167  9377.43  1016.03 3.60 3.24  85.8 -0.547    16.86 16.79 02a57794o0637o   0.020202  4196354
57794.542087 17.976960      NaN    -88.0    78.0   o  0.0     1.02 210.92687 54.31167  2479.64   507.50 3.93 3.81 -70.6 -0.669    18.26 19.26 01a57794o0644o  -1.141026        0
57794.544733 17.696393      NaN     58.0    82.0   o  0.0     0.99 210.92687 54.31167  3669.15 10299.71 3.45 3.37  -2.9 -0.707    18.31 19.30 01a57794o0649o   0.695122   524288
57794.549409 18.280067      NaN    -50.0    59.0   o  0.0     1.06 210.92687 54.31167   166.75   926.65 3.95 3.63  89.8 -0.405    18.14 18.77 02a57794o0657o  -0.864407        0
57794.551239 17.357499      NaN    115.0   100.0   o  0.0     1.00 210.92687 54.31167  9365.14  1136.95 3.66 3.25  85.7 -0.478    17.67 18.01 02a57794o0660o   1.140000        0
57794.554417 17.689250      NaN     69.0    79.0   o  0.0     0.78 210.92687 54.31167  2452.36   469.00 3.90 3.75 -67.8 -0.673    18.30 19.28 01a57794o0667o   0.860759        0
57794.557073 18.079051      NaN    -59.0    71.0   o  0.0     1.31 210.92687 54.31167  3647.25 10260.01 3.32 3.26  10.5 -0.719    18.36 19.33 01a57794o0672o  -0.845070        0
57794.561701 17.485380      NaN    147.0    74.0   o  0.0     0.99 210.92687 54.31167   143.83  1044.80 3.90 3.63  89.8 -0.427    17.83 18.24 02a57794o0680o   1.972973        0
57794.563362 18.034118      NaN   -145.0    74.0   o  0.0     0.80 210.92687 54.31167  9401.10  1078.93 3.63 3.21  86.2 -0.498    17.97 18.32 02a57794o0683o  -1.972973        0
57794.566749 17.949472      NaN    -49.0    80.0   o  0.0     0.93 210.92687 54.31167  2519.09   543.86 3.81 3.64 -68.9 -0.652    18.33 19.30 01a57794o0690o  -0.625000   524288
57794.569493 18.005163      NaN    -79.0    76.0   o  0.0     1.11 210.92687 54.31167  3706.10 10335.19 3.33 3.25   7.6 -0.697    18.38 19.36 01a57794o0695o  -1.052632        0
57794.573926 16.471810      NaN   -191.0   312.0   o  0.0     1.12 210.92687 54.31167   177.82   989.51 3.85 3.57  86.1 -0.449    16.48 16.20 02a57794o0703o  -0.615385  4196354
57794.579025 17.766704      NaN     45.0    80.0   o  0.0     0.87 210.92687 54.31167  2536.49   423.79 3.83 3.68 -69.6 -0.652    18.33 19.32 01a57794o0713o   0.550000        0
57794.581760 18.079051      NaN   -113.0    71.0   o  0.0     1.54 210.92687 54.31167  3729.20 10214.61 3.36 3.26   2.1 -0.683    18.38 19.38 01a57794o0718o  -1.605634        0
57794.591341 18.094452      NaN    -24.0    70.0   o  0.0     1.19 210.92687 54.31167  2490.73   482.92 3.83 3.69 -66.6 -0.666    18.36 19.34 01a57794o0736o  -0.357143   524288
57794.594018 17.813578      NaN     30.0    81.0   o  0.0     1.08 210.92687 54.31167  3696.35 10272.40 3.44 3.29  -2.9 -0.686    18.38 19.40 01a57794o0741o   0.358025        0
57798.520921 18.910912      NaN    -15.0    33.0   o  0.0     0.81 210.92687 54.31167  7027.22   892.72 3.53 3.38 -78.0 -0.472    18.81 19.80 02a57798o0629o  -0.484848        0
