         MJD         m       dm      uJy    duJy   F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN    Mask
57233.262703 18.226218      NaN    -98.0    62.0   o  0.0   0.83 210.91068 54.30223  2828.72  8499.44 3.57 3.45 -66.3 -0.436    18.44 19.38 02a57233o0013o  -1.612903    8192
57233.282702 18.317510      NaN    -96.0    57.0   o  0.0   1.34 210.91068 54.30223  2814.46  8508.08 3.53 3.35 -63.7 -0.452    18.41 19.29 02a57233o0029o  -1.719298    True
57365.645360 18.944322      NaN    -22.0    32.0   o  0.0   0.79 210.91068 54.30223  7592.76  2269.20 4.37 3.89   4.6 -0.435    18.89 20.47 02a57365o0696o  -0.750000    8192
57365.663252 18.317510      NaN    -91.0    57.0   o  0.0   0.86 210.91068 54.30223  7336.91  1699.49 4.13 3.57   3.5 -0.483    18.19 18.98 02a57365o0723o  -1.631579    8192
57386.594331 18.978793      NaN    -27.0    31.0   o  0.0   1.01 210.91068 54.30223  7590.56  2265.50 3.85 3.33  10.9 -0.515    18.84 20.09 02a57386o0639o  -0.935484   False
57386.602983 19.051202      NaN      1.0    29.0   o  0.0   1.17 210.91068 54.30223  7320.03  1690.74 4.11 3.41   6.2 -0.512    18.83 20.09 02a57386o0653o  -0.034483   False
57386.614803 18.878500      NaN     14.0    30.0   o  0.0   1.35 210.91068 54.30223  8153.01  2834.33 3.83 3.55  22.1 -0.476    18.88 20.21 02a57386o0669o   0.400000   False
57386.624437 18.558199      NaN     31.0    36.0   o  0.0   0.91 210.91068 54.30223  8435.78  1071.46 4.33 3.39  13.4 -0.526    18.93 20.24 02a57386o0683o   0.805556    True
57387.583683 19.089302      NaN    -41.0    28.0   o  0.0   1.06 210.91068 54.30223  7593.48  2263.44 3.69 3.44   6.9 -0.483    18.92 19.99 02a57387o0634o  -1.535714    True
57387.591656 18.921935      NaN     13.0    29.0   o  0.0   0.94 210.91068 54.30223  7323.05  1687.27 3.90 3.43   2.3 -0.497    18.95 20.02 02a57387o0647o   0.379310    True
57387.605357 18.757738      NaN    -65.0    38.0   o  0.0   0.82 210.91068 54.30223  8154.16  2829.98 3.58 3.45  29.7 -0.475    18.97 20.08 02a57387o0661o  -1.763158    8192
57387.612122 18.786693      NaN    -96.0    37.0   o  0.0   0.99 210.91068 54.30223  8437.02  1065.87 4.02 3.42  10.0 -0.516    19.01 20.11 02a57387o0672o  -2.648649    8192
57409.597826 17.725445      NaN    108.0    63.0   o  0.0   0.86 210.91068 54.30223  8173.14  1683.82 3.87 3.50  12.6 -0.488    18.59 19.61 02a57409o0642o   1.682540    True
57409.623123 18.438271      NaN     23.0    44.0   o  0.0   1.06 210.91068 54.30223  8461.49  2267.91 3.53 3.41  33.6 -0.505    18.69 19.72 02a57409o0679o   0.477273   False
57409.630689 18.675237      NaN     20.0    35.0   o  0.0   1.04 210.91068 54.30223  7628.95  1127.44 3.81 3.36   5.1 -0.512    18.73 19.78 02a57409o0690o   0.514286   False
57409.635100 19.169763      NaN    -81.0    26.0   o  0.0   1.39 210.91068 54.30223  7320.62  2891.89 3.49 3.41  26.2 -0.458    18.75 19.82 02a57409o0697o  -3.192308    4096
57414.610678 18.640491      NaN     27.0    34.0   o  0.0   0.92 210.91068 54.30223  8099.76  1951.18 3.86 3.44  11.9 -0.492    18.77 19.88 02a57414o0661o   0.735294   False
57414.627553 18.944322      NaN     -9.0    32.0   o  0.0   0.97 210.91068 54.30223  8387.43  2530.44 3.68 3.48  24.4 -0.478    18.77 19.88 02a57414o0687o  -0.343750   False
57414.645156 19.169763      NaN    -22.0    26.0   o  0.0   1.09 210.91068 54.30223  7254.10  3151.28 3.51 3.40  21.6 -0.458    18.78 19.88 02a57414o0714o  -0.923077   False
57414.661382 18.900000      NaN     18.0    28.0   o  0.0   1.17 210.91068 54.30223  7326.71  2902.91 3.54 3.36  19.0 -0.468    18.77 19.85 02a57414o0740o   0.571429   False
57418.601312 19.302877      NaN    -14.0    23.0   o  0.0   0.85 210.91068 54.30223  8268.88  1973.24 3.76 3.48  15.0 -0.479    19.19 20.72 02a57418o0642o  -0.695652    True
57418.622559 19.128787      NaN    -48.0    27.0   o  0.0   0.80 210.91068 54.30223  8549.27  2550.07 3.76 3.63  38.7 -0.449    19.14 20.72 02a57418o0674o  -1.851852    True
57418.640915 19.401649      NaN    -31.0    21.0   o  0.0   1.21 210.91068 54.30223  7433.66  3174.25 3.55 3.48  27.0 -0.437    19.18 20.73 02a57418o0701o  -1.571429    8192
57418.657638 19.302877      NaN     -3.0    23.0   o  0.0   0.93 210.91068 54.30223  7336.82  2908.92 3.90 3.75  19.1 -0.420    19.06 20.63 02a57418o0727o  -0.217391    True
57419.602717 19.401649      NaN    -61.0    21.0   o  0.0   1.09 210.91068 54.30223  7964.00  1417.51 4.12 3.58   7.2 -0.478    19.30 21.02 02a57419o0615o  -3.000000    True
57419.622718 19.334813      NaN      6.0    21.0   o  0.0   1.03 210.91068 54.30223  8245.14  2000.61 3.83 3.51  16.0 -0.479    19.33 21.02 02a57419o0644o   0.190476    8192
57419.638318 19.454622      NaN     -1.0    20.0   o  0.0   0.81 210.91068 54.30223  7121.20  2616.39 3.78 3.54  10.2 -0.445    19.30 21.20 02a57419o0668o  -0.150000    8192
57419.655984 19.510313      NaN    -54.0    19.0   o  0.0   1.14 210.91068 54.30223  7339.92  2905.38 3.77 3.61  14.5 -0.433    19.30 21.01 02a57419o0695o  -2.947368    True
57440.518111 18.376212      NaN    -32.0    54.0   o  0.0   1.11 210.91068 54.30223  8345.07  1402.11 4.29 3.46  13.3 -0.540    18.27 18.98 02a57440o0547o  -0.629630    True
57440.529939 18.304885      NaN     22.0    51.0   o  0.0   1.22 210.91068 54.30223  8631.15  1979.21 3.97 3.44  21.9 -0.545    18.27 18.97 02a57440o0569o   0.392157   False
57440.551953 18.115332      NaN     76.0    44.0   o  0.0   1.40 210.91068 54.30223  7499.88  2611.66 3.87 3.45  12.8 -0.498    18.29 19.00 02a57440o0611o   1.681818   False
57440.562821 18.598565      NaN    -39.0    44.0   o  0.0   1.16 210.91068 54.30223  7288.25  2892.62 3.76 3.43  11.7 -0.495    18.30 19.02 02a57440o0632o  -0.931818   False
57441.518643 18.163834      NaN     49.0    50.0   o  0.0   1.19 210.91068 54.30223  8126.79  1801.76 3.98 3.40  15.1 -0.533    18.23 18.89 02a57441o0557o   0.940000   False
57441.526896 18.232071      NaN     37.0    50.0   o  0.0   1.22 210.91068 54.30223  8411.86  2376.45 3.78 3.38  25.1 -0.522    18.25 18.92 02a57441o0573o   0.700000   False
